"mu_alpha_mean","mu_alpha_sd","sigma_alpha_mean","sigma_alpha_sd","mu_beta_mean","mu_beta_sd","sigma_beta_mean","sigma_beta_sd","mu_gamma_mean","mu_gamma_sd","sigma_gamma_mean","sigma_gamma_sd","mu_log_delta_mean","mu_log_delta_sd","sigma_log_delta_mean","sigma_log_delta_sd","waic"
-0.180687516899379,0.947717117825887,2.40550402786228,2.23021879562725,-0.643398020847962,1.06042794321488,0.914756676655203,0.381893360855298,0.0425388667398311,1.24428317086127,1.48123252645137,1.43716163267101,0.0155309758193772,1.12395467410343,2.45622359275092,0.962267839445517,6308043104420627
