"subj","alpha_mean","alpha_sd","beta_mean","beta_sd","gamma_mean","gamma_sd","log_delta_mean","log_delta_sd","delta_mean","delta_sd","waic"
28,2.31759553925727,2.16628730500221,0.847839240161436,0.993506598310045,0.444331881840598,0.229052430763632,-0.409369736045617,1.1285790251441,1.22946807058075,1.29636679749758,NA
29,0.673764423937014,0.387433762327622,-0.693851420963635,0.914053158667105,2.38491575340274,1.68019833165295,-0.859747097132727,0.862811170927588,0.638814912811833,0.617990370855695,NA
30,1.53830748581816,1.83528112815135,-1.05774111424761,0.802258290542745,0.511991131766597,0.174731852319489,-0.123295689097751,1.04826889870184,1.40013464182215,1.09388667423784,NA
31,0.658760934427106,0.365014469247202,0.820377589172276,0.969626420368566,1.45497975790883,0.839388188591393,-0.813092362540746,1.3404906678889,1.20874495516312,1.69557400219022,NA
32,0.932150747457627,1.10277250398254,0.190826652310098,0.454307053467939,0.548010835242319,0.568124351482837,-1.13694231343998,0.42513155164956,0.353147197786128,0.164547526763143,NA
33,2.21871408107879,2.26416424080618,-0.867742277663285,0.833039232634938,2.50257521979247,1.16986323085226,0.0303192054952161,1.11746041349241,1.68343964397541,1.28172710899021,NA
34,1.71633481308867,1.51026896680656,-1.02283395610698,0.963130798824642,1.14088194528464,0.975723130972716,1.61936201198243,0.186161771821138,5.13943213043474,0.978709711138507,NA
35,0.578779662689794,0.364822192062015,0.199801122310579,0.936992493174693,2.20262813578621,2.3322194208665,0.38673753376851,1.29672845125503,2.48943568567544,1.73824030479585,NA
36,1.75696009158624,1.36615912768435,-0.723697320271806,1.25484113675919,1.14731332975443,0.804967352852134,-0.172454922966001,1.01632616083034,1.1949031605641,0.701112944460747,NA
37,0.90285171618241,0.439685825040584,0.272853499285064,1.55028998663272,3.8081224826299,1.92141580554776,-0.0800516708882711,1.02128909355783,1.51239686191622,1.48012618612536,NA
38,1.20012026117908,1.35546099672799,0.364832121299541,1.03810078350833,3.2579005315412,2.77363939221004,-0.0961350407247043,0.536917512722568,1.02023748440655,0.393707448545021,NA
39,1.64732824312088,2.20333438256083,0.163174657404863,1.09986512155177,2.53382698174024,2.38301693293569,0.213199428277173,0.525290768784353,1.44416694353569,0.883748441637008,NA
40,1.04015247106977,1.36343809457297,-1.01276407439939,0.765858996777285,1.76937312095592,0.882664594703057,-0.582802294896802,1.34003595368799,1.5024489862746,2.09135113429632,NA
41,1.4947530161274,1.0716589609671,-0.211737063227761,0.882709407082751,1.54565013426414,1.67234962884172,0.49285781770176,1.4688349077212,3.18309015448461,2.37700039161617,NA
42,1.6839343988321,1.51038043004557,-0.247436906470326,1.61835564020189,1.02169280450055,0.559763809400798,0.130664221989223,0.894096394198425,1.62449183838536,1.19640133415474,NA
43,0.602633758512381,0.421736541265259,-0.189991471600934,1.43976303518456,1.94144290784643,1.43608510762895,0.0248095363549277,0.985159927854548,1.56433819681927,1.21980462237403,NA
44,0.729790874020183,0.733366388093602,-0.387480687343341,1.37617664959816,1.14403246451625,0.719706976446079,-0.285253321558033,0.995135983312315,1.23020901345745,1.19623449404992,NA
45,1.27541997545668,1.40379044317608,-0.812620878820942,0.660718220809639,0.690404810099278,0.707453785491766,0.285182618521825,0.943981421173956,2.18109646866771,2.29876855204367,NA
46,0.909472837192128,0.347726725134194,0.210428496330144,0.716521050236657,2.15021233788913,2.65297209851622,-0.565295846621903,0.838303115042372,0.800391831569023,0.642214559922349,NA
47,0.287949937299467,0.0950404460770491,0.995218740586125,0.948125966060343,1.73844422574104,0.801194047368578,0.241136002343463,1.20042612316037,2.47570844560276,2.71724334599058,NA
48,1.03060725985535,0.715497353977225,0.420308160930996,0.439819706398398,2.41818838039831,1.41208152911819,-0.412398185818959,0.822950161262575,0.890169877115439,0.5828562197756,NA
49,1.53237636175507,2.00175595441292,-0.119914420966246,1.23803498769751,0.544591838098692,0.308957872558539,0.0501137075870874,1.01893250518246,1.73778433172339,1.73403786971175,NA
50,1.15681375741409,1.43901397353655,-0.080050019739998,1.12854465208248,1.14125811449024,1.06391867107892,0.118805919923858,0.847860930372902,1.6910867501284,1.65109892566941,NA
51,0.159360513150516,0.0383277150791365,-0.0104876178927198,1.0225419720648,1.89302736966108,1.77141196904019,-0.0277039382370466,1.10071704426953,1.61909895383462,1.49634414890352,NA
52,0.531493446247375,0.293273795258992,-0.160025010934267,1.37789178073916,0.701399515601128,0.209851675049639,-0.932513758884365,1.02626619572688,0.629501060949403,0.524392970522797,NA
53,1.86992314098998,0.69821035153097,-0.82245573888373,0.58924767392344,2.25273578066894,1.54240695914812,-0.536930486894579,1.02406978090246,0.917926910679876,0.710012651795797,NA
54,1.12405880320317,0.469438315165194,-0.957500008902212,0.502449156042786,1.65717959825571,1.68297403764854,0.54282991847246,1.00886010278181,2.73576743749579,2.41807535615766,NA
55,1.33803751549362,1.18102358641454,0.214847147234453,1.2988412185944,2.72558514832691,2.72770667073604,-0.766414836206632,0.76654007968401,0.60077919516004,0.392597466594186,NA
56,0.298136756928354,0.16004363172802,-0.804458643755727,1.0463690305312,1.36845879696849,1.5147183345498,-0.139041065303738,0.651334569740314,1.10016490958243,0.817451482476288,NA
57,0.527274769989566,0.43130914554477,-0.440271255112369,1.28164940838126,1.67829405324967,1.81380173034496,0.441194984611648,1.33090457675663,2.80340580346246,2.17425147153462,NA
58,1.94583924563905,2.23826592264427,0.261352986651829,0.845438171082054,1.20968352352626,1.04449857533516,0.265857605100938,0.464038050802322,1.43622063945382,0.570284478800811,NA
59,0.882864364577656,0.39965788348408,-0.383772031974788,0.824326533203565,2.70208944800149,0.664211254494736,0.520713967354476,0.686493942388139,2.08436415406583,1.22012162308055,NA
60,1.43738772220859,1.36591880611152,-0.713987765415652,1.14574385253027,1.00314742209828,0.928083529684904,0.395190500068632,0.742636912950134,1.91873769502036,1.3259094923761,NA
61,0.602592471343557,0.34479941571684,0.31491087912715,1.49095225948738,1.81766263948216,1.62339806253204,-0.033238105930541,0.94645523728039,1.45580109011919,1.26009616650594,NA
62,0.544513923097681,0.375015199531274,-0.198382047257118,1.0674274251958,3.54668122663006,1.72680415081169,-1.3067004781132,0.344606425663808,0.285611475933861,0.0843094861404295,NA
