subj,trial,choice,a_amount,a_prob,b_amount,b_prob
158,0,0.0,12.0,20.0,6.0,60.0
158,1,1.0,11.0,30.0,5.0,65.0
158,2,1.0,13.0,70.0,8.0,84.0
158,3,0.0,15.0,40.0,17.5,34.0
158,4,1.0,8.0,65.0,15.0,60.0
158,5,1.0,10.25,68.0,9.5,80.0
158,6,0.0,16.0,90.0,18.0,80.0
158,7,0.0,2.0,80.0,9.0,20.0
158,8,1.0,15.0,77.0,13.75,85.0
158,9,1.0,6.5,50.0,3.0,95.0
158,10,1.0,20.0,50.0,17.0,60.0
158,11,1.0,8.5,40.0,2.5,95.0
158,12,0.0,20.0,30.0,12.5,48.0
158,13,0.0,7.0,75.0,15.5,30.0
158,14,0.0,4.0,80.0,20.0,20.0
158,15,1.0,5.25,50.0,2.0,90.0
158,16,1.0,18.5,45.0,9.0,90.0
158,17,0.0,10.0,10.0,3.0,65.0
158,18,0.0,15.0,60.0,8.0,65.0
158,19,1.0,4.0,97.0,16.0,33.0
159,0,0.0,18.5,45.0,9.0,90.0
159,1,1.0,15.0,60.0,8.0,65.0
159,2,1.0,15.0,40.0,17.5,34.0
159,3,0.0,8.5,40.0,2.5,95.0
159,4,0.0,12.0,20.0,6.0,60.0
159,5,0.0,5.25,50.0,2.0,90.0
159,6,1.0,15.0,77.0,13.75,85.0
159,7,1.0,10.0,10.0,3.0,65.0
159,8,1.0,16.0,90.0,18.0,80.0
159,9,1.0,2.0,80.0,9.0,20.0
159,10,1.0,6.5,50.0,3.0,95.0
159,11,1.0,7.0,75.0,15.5,30.0
159,12,1.0,8.0,65.0,15.0,60.0
159,13,0.0,10.25,68.0,9.5,80.0
159,14,1.0,20.0,30.0,12.5,48.0
159,15,1.0,11.0,30.0,5.0,65.0
159,16,1.0,4.0,80.0,20.0,20.0
159,17,1.0,13.0,70.0,8.0,84.0
160,0,1.0,15.0,77.0,13.75,85.0
160,1,0.0,8.0,65.0,15.0,60.0
160,2,1.0,15.0,60.0,8.0,65.0
160,3,1.0,20.0,30.0,12.5,48.0
160,4,1.0,8.5,40.0,2.5,95.0
160,5,0.0,4.0,97.0,16.0,33.0
160,6,0.0,15.0,40.0,17.5,34.0
160,7,1.0,18.5,45.0,9.0,90.0
160,8,0.0,4.0,80.0,20.0,20.0
160,9,1.0,13.0,70.0,8.0,84.0
160,10,1.0,10.0,10.0,3.0,65.0
160,11,0.0,16.0,90.0,18.0,80.0
160,12,0.0,2.0,80.0,9.0,20.0
160,13,0.0,7.0,75.0,15.5,30.0
160,14,1.0,12.0,20.0,6.0,60.0
160,15,1.0,5.25,50.0,2.0,90.0
160,16,1.0,10.25,68.0,9.5,80.0
160,17,1.0,20.0,50.0,17.0,60.0
160,18,1.0,11.0,30.0,5.0,65.0
160,19,1.0,6.5,50.0,3.0,95.0
161,0,0.0,20.0,30.0,12.5,48.0
161,1,0.0,18.5,45.0,9.0,90.0
161,2,1.0,4.0,97.0,16.0,33.0
161,3,0.0,15.0,77.0,13.75,85.0
161,4,0.0,5.25,50.0,2.0,90.0
161,5,0.0,10.0,10.0,3.0,65.0
161,6,1.0,4.0,80.0,20.0,20.0
161,7,0.0,20.0,50.0,17.0,60.0
161,8,0.0,13.0,70.0,8.0,84.0
161,9,0.0,11.0,30.0,5.0,65.0
161,10,0.0,6.5,50.0,3.0,95.0
161,11,0.0,8.0,65.0,15.0,60.0
161,12,1.0,16.0,90.0,18.0,80.0
161,13,1.0,2.0,80.0,9.0,20.0
161,14,1.0,15.0,60.0,8.0,65.0
161,15,0.0,8.5,40.0,2.5,95.0
161,16,0.0,12.0,20.0,6.0,60.0
161,17,1.0,15.0,40.0,17.5,34.0
161,18,0.0,10.25,68.0,9.5,80.0
161,19,1.0,7.0,75.0,15.5,30.0
162,0,0.0,4.0,97.0,16.0,33.0
162,1,1.0,15.0,60.0,8.0,65.0
162,2,1.0,7.0,75.0,15.5,30.0
162,3,0.0,6.5,50.0,3.0,95.0
162,4,1.0,11.0,30.0,5.0,65.0
162,5,0.0,8.5,40.0,2.5,95.0
162,6,0.0,18.5,45.0,9.0,90.0
162,7,0.0,5.25,50.0,2.0,90.0
162,8,1.0,2.0,80.0,9.0,20.0
162,9,0.0,16.0,90.0,18.0,80.0
162,10,1.0,20.0,30.0,12.5,48.0
162,11,0.0,20.0,50.0,17.0,60.0
162,12,1.0,15.0,77.0,13.75,85.0
162,13,1.0,4.0,80.0,20.0,20.0
162,14,0.0,15.0,40.0,17.5,34.0
162,15,0.0,12.0,20.0,6.0,60.0
162,16,0.0,8.0,65.0,15.0,60.0
162,17,0.0,10.0,10.0,3.0,65.0
162,18,0.0,10.25,68.0,9.5,80.0
162,19,1.0,13.0,70.0,8.0,84.0
163,0,0.0,2.0,80.0,9.0,20.0
163,1,1.0,13.0,70.0,8.0,84.0
163,2,0.0,7.0,75.0,15.5,30.0
163,3,0.0,4.0,80.0,20.0,20.0
163,4,1.0,18.5,45.0,9.0,90.0
163,5,1.0,20.0,30.0,12.5,48.0
163,6,0.0,4.0,97.0,16.0,33.0
163,7,1.0,12.0,20.0,6.0,60.0
163,8,1.0,16.0,90.0,18.0,80.0
163,9,0.0,15.0,77.0,13.75,85.0
163,10,1.0,11.0,30.0,5.0,65.0
163,11,1.0,10.25,68.0,9.5,80.0
163,12,1.0,8.5,40.0,2.5,95.0
163,13,0.0,15.0,40.0,17.5,34.0
163,14,1.0,5.25,50.0,2.0,90.0
163,15,1.0,15.0,60.0,8.0,65.0
163,16,0.0,8.0,65.0,15.0,60.0
164,0,0.0,15.0,60.0,8.0,65.0
164,1,1.0,18.5,45.0,9.0,90.0
164,2,0.0,6.5,50.0,3.0,95.0
164,3,0.0,13.0,70.0,8.0,84.0
164,4,0.0,15.0,77.0,13.75,85.0
164,5,0.0,4.0,97.0,16.0,33.0
164,6,0.0,11.0,30.0,5.0,65.0
164,7,1.0,7.0,75.0,15.5,30.0
164,8,0.0,20.0,30.0,12.5,48.0
164,9,1.0,4.0,80.0,20.0,20.0
164,10,1.0,2.0,80.0,9.0,20.0
164,11,1.0,20.0,50.0,17.0,60.0
164,12,0.0,5.25,50.0,2.0,90.0
164,13,0.0,12.0,20.0,6.0,60.0
164,14,1.0,16.0,90.0,18.0,80.0
164,15,0.0,10.0,10.0,3.0,65.0
164,16,1.0,15.0,40.0,17.5,34.0
164,17,0.0,8.5,40.0,2.5,95.0
164,18,0.0,10.25,68.0,9.5,80.0
164,19,0.0,8.0,65.0,15.0,60.0
165,0,0.0,8.5,40.0,2.5,95.0
165,1,0.0,5.25,50.0,2.0,90.0
165,2,0.0,16.0,90.0,18.0,80.0
165,3,0.0,6.5,50.0,3.0,95.0
165,4,1.0,4.0,80.0,20.0,20.0
165,5,0.0,18.5,45.0,9.0,90.0
165,6,1.0,2.0,80.0,9.0,20.0
165,7,0.0,13.0,70.0,8.0,84.0
165,8,0.0,12.0,20.0,6.0,60.0
165,9,0.0,10.25,68.0,9.5,80.0
165,10,0.0,10.0,10.0,3.0,65.0
165,11,0.0,8.0,65.0,15.0,60.0
165,12,0.0,20.0,50.0,17.0,60.0
165,13,0.0,15.0,77.0,13.75,85.0
165,14,1.0,15.0,40.0,17.5,34.0
165,15,1.0,4.0,97.0,16.0,33.0
166,0,0.0,15.0,77.0,13.75,85.0
166,1,0.0,8.5,40.0,2.5,95.0
166,2,1.0,16.0,90.0,18.0,80.0
166,3,0.0,10.0,10.0,3.0,65.0
166,4,1.0,4.0,97.0,16.0,33.0
166,5,1.0,2.0,80.0,9.0,20.0
166,6,0.0,15.0,40.0,17.5,34.0
166,7,0.0,18.5,45.0,9.0,90.0
166,8,0.0,20.0,30.0,12.5,48.0
166,9,1.0,4.0,80.0,20.0,20.0
166,10,0.0,13.0,70.0,8.0,84.0
166,11,1.0,7.0,75.0,15.5,30.0
166,12,1.0,15.0,60.0,8.0,65.0
166,13,0.0,12.0,20.0,6.0,60.0
166,14,0.0,8.0,65.0,15.0,60.0
166,15,1.0,11.0,30.0,5.0,65.0
166,16,0.0,6.5,50.0,3.0,95.0
166,17,0.0,20.0,50.0,17.0,60.0
167,0,0.0,8.0,65.0,15.0,60.0
167,1,0.0,4.0,80.0,20.0,20.0
167,2,1.0,10.0,10.0,3.0,65.0
167,3,0.0,10.25,68.0,9.5,80.0
167,4,1.0,8.5,40.0,2.5,95.0
167,5,1.0,7.0,75.0,15.5,30.0
167,6,1.0,6.5,50.0,3.0,95.0
167,7,1.0,11.0,30.0,5.0,65.0
167,8,0.0,15.0,77.0,13.75,85.0
167,9,1.0,13.0,70.0,8.0,84.0
167,10,1.0,5.25,50.0,2.0,90.0
167,11,0.0,18.5,45.0,9.0,90.0
167,12,1.0,12.0,20.0,6.0,60.0
167,13,1.0,16.0,90.0,18.0,80.0
167,14,0.0,15.0,40.0,17.5,34.0
167,15,1.0,4.0,97.0,16.0,33.0
167,16,1.0,20.0,30.0,12.5,48.0
167,17,1.0,15.0,60.0,8.0,65.0
167,18,1.0,2.0,80.0,9.0,20.0
167,19,1.0,20.0,50.0,17.0,60.0
168,0,1.0,10.0,10.0,3.0,65.0
168,1,1.0,13.0,70.0,8.0,84.0
168,2,0.0,7.0,75.0,15.5,30.0
168,3,0.0,4.0,80.0,20.0,20.0
168,4,1.0,5.25,50.0,2.0,90.0
168,5,1.0,20.0,50.0,17.0,60.0
168,6,1.0,15.0,40.0,17.5,34.0
168,7,1.0,15.0,77.0,13.75,85.0
168,8,1.0,10.25,68.0,9.5,80.0
168,9,1.0,8.5,40.0,2.5,95.0
168,10,1.0,12.0,20.0,6.0,60.0
168,11,1.0,15.0,60.0,8.0,65.0
168,12,0.0,16.0,90.0,18.0,80.0
168,13,1.0,20.0,30.0,12.5,48.0
168,14,0.0,4.0,97.0,16.0,33.0
168,15,1.0,18.5,45.0,9.0,90.0
168,16,0.0,8.0,65.0,15.0,60.0
168,17,1.0,6.5,50.0,3.0,95.0
168,18,0.0,2.0,80.0,9.0,20.0
168,19,1.0,11.0,30.0,5.0,65.0
169,0,0.0,8.5,40.0,2.5,95.0
169,1,0.0,12.0,20.0,6.0,60.0
169,2,1.0,13.0,70.0,8.0,84.0
169,3,0.0,10.0,10.0,3.0,65.0
169,4,0.0,5.25,50.0,2.0,90.0
169,5,1.0,15.0,77.0,13.75,85.0
169,6,1.0,2.0,80.0,9.0,20.0
169,7,1.0,7.0,75.0,15.5,30.0
169,8,1.0,20.0,50.0,17.0,60.0
169,9,0.0,18.5,45.0,9.0,90.0
169,10,0.0,11.0,30.0,5.0,65.0
169,11,1.0,4.0,97.0,16.0,33.0
169,12,1.0,15.0,40.0,17.5,34.0
169,13,1.0,15.0,60.0,8.0,65.0
169,14,1.0,16.0,90.0,18.0,80.0
169,15,1.0,4.0,80.0,20.0,20.0
169,16,0.0,10.25,68.0,9.5,80.0
169,17,1.0,6.5,50.0,3.0,95.0
169,18,0.0,8.0,65.0,15.0,60.0
169,19,0.0,20.0,30.0,12.5,48.0
170,0,1.0,2.0,80.0,9.0,20.0
170,1,0.0,8.0,65.0,15.0,60.0
170,2,0.0,11.0,30.0,5.0,65.0
170,3,1.0,15.0,60.0,8.0,65.0
170,4,0.0,12.0,20.0,6.0,60.0
170,5,0.0,15.0,40.0,17.5,34.0
170,6,0.0,10.25,68.0,9.5,80.0
170,7,1.0,20.0,30.0,12.5,48.0
170,8,1.0,4.0,80.0,20.0,20.0
170,9,0.0,10.0,10.0,3.0,65.0
170,10,1.0,20.0,50.0,17.0,60.0
170,11,0.0,18.5,45.0,9.0,90.0
170,12,1.0,15.0,77.0,13.75,85.0
170,13,1.0,13.0,70.0,8.0,84.0
170,14,1.0,7.0,75.0,15.5,30.0
170,15,1.0,6.5,50.0,3.0,95.0
170,16,1.0,16.0,90.0,18.0,80.0
170,17,0.0,8.5,40.0,2.5,95.0
170,18,1.0,4.0,97.0,16.0,33.0
170,19,1.0,5.25,50.0,2.0,90.0
171,0,0.0,4.0,80.0,20.0,20.0
171,1,1.0,4.0,97.0,16.0,33.0
171,2,1.0,15.0,60.0,8.0,65.0
171,3,1.0,20.0,50.0,17.0,60.0
171,4,0.0,11.0,30.0,5.0,65.0
171,5,1.0,15.0,40.0,17.5,34.0
171,6,1.0,15.0,77.0,13.75,85.0
171,7,1.0,7.0,75.0,15.5,30.0
171,8,0.0,2.0,80.0,9.0,20.0
171,9,0.0,16.0,90.0,18.0,80.0
171,10,0.0,18.5,45.0,9.0,90.0
171,11,0.0,10.0,10.0,3.0,65.0
171,12,0.0,5.25,50.0,2.0,90.0
171,13,0.0,8.0,65.0,15.0,60.0
171,14,0.0,8.5,40.0,2.5,95.0
171,15,1.0,20.0,30.0,12.5,48.0
171,16,0.0,10.25,68.0,9.5,80.0
171,17,0.0,12.0,20.0,6.0,60.0
171,18,1.0,13.0,70.0,8.0,84.0
172,0,0.0,10.0,10.0,3.0,65.0
172,1,0.0,10.25,68.0,9.5,80.0
172,2,1.0,5.25,50.0,2.0,90.0
172,3,1.0,8.5,40.0,2.5,95.0
172,4,1.0,16.0,90.0,18.0,80.0
172,5,1.0,20.0,50.0,17.0,60.0
172,6,0.0,8.0,65.0,15.0,60.0
172,7,0.0,2.0,80.0,9.0,20.0
172,8,1.0,20.0,30.0,12.5,48.0
172,9,0.0,11.0,30.0,5.0,65.0
172,10,1.0,13.0,70.0,8.0,84.0
172,11,1.0,6.5,50.0,3.0,95.0
172,12,0.0,15.0,77.0,13.75,85.0
172,13,0.0,4.0,97.0,16.0,33.0
172,14,1.0,15.0,60.0,8.0,65.0
172,15,0.0,12.0,20.0,6.0,60.0
172,16,0.0,4.0,80.0,20.0,20.0
172,17,1.0,15.0,40.0,17.5,34.0
172,18,1.0,18.5,45.0,9.0,90.0
172,19,1.0,7.0,75.0,15.5,30.0
173,0,1.0,4.0,80.0,20.0,20.0
173,1,1.0,7.0,75.0,15.5,30.0
173,2,0.0,15.0,77.0,13.75,85.0
173,3,0.0,20.0,30.0,12.5,48.0
173,4,1.0,16.0,90.0,18.0,80.0
173,5,1.0,15.0,60.0,8.0,65.0
173,6,1.0,8.5,40.0,2.5,95.0
173,7,0.0,10.25,68.0,9.5,80.0
173,8,0.0,12.0,20.0,6.0,60.0
173,9,0.0,2.0,80.0,9.0,20.0
173,10,0.0,13.0,70.0,8.0,84.0
173,11,0.0,10.0,10.0,3.0,65.0
173,12,1.0,15.0,40.0,17.5,34.0
173,13,0.0,11.0,30.0,5.0,65.0
173,14,0.0,18.5,45.0,9.0,90.0
173,15,1.0,5.25,50.0,2.0,90.0
173,16,0.0,6.5,50.0,3.0,95.0
173,17,0.0,20.0,50.0,17.0,60.0
173,18,1.0,4.0,97.0,16.0,33.0
174,0,0.0,8.0,65.0,15.0,60.0
174,1,1.0,8.5,40.0,2.5,95.0
174,2,1.0,20.0,30.0,12.5,48.0
174,3,0.0,20.0,50.0,17.0,60.0
174,4,0.0,4.0,80.0,20.0,20.0
174,5,1.0,12.0,20.0,6.0,60.0
174,6,0.0,10.0,10.0,3.0,65.0
174,7,0.0,4.0,97.0,16.0,33.0
174,8,1.0,6.5,50.0,3.0,95.0
174,9,1.0,16.0,90.0,18.0,80.0
174,10,1.0,15.0,77.0,13.75,85.0
174,11,0.0,10.25,68.0,9.5,80.0
174,12,1.0,15.0,60.0,8.0,65.0
174,13,0.0,7.0,75.0,15.5,30.0
174,14,1.0,13.0,70.0,8.0,84.0
174,15,0.0,2.0,80.0,9.0,20.0
174,16,1.0,15.0,40.0,17.5,34.0
174,17,1.0,5.25,50.0,2.0,90.0
174,18,1.0,18.5,45.0,9.0,90.0
175,0,0.0,8.5,40.0,2.5,95.0
175,1,0.0,8.0,65.0,15.0,60.0
175,2,0.0,5.25,50.0,2.0,90.0
175,3,1.0,16.0,90.0,18.0,80.0
175,4,0.0,10.25,68.0,9.5,80.0
175,5,1.0,7.0,75.0,15.5,30.0
175,6,1.0,4.0,80.0,20.0,20.0
175,7,1.0,4.0,97.0,16.0,33.0
175,8,0.0,12.0,20.0,6.0,60.0
175,9,0.0,20.0,30.0,12.5,48.0
175,10,1.0,15.0,60.0,8.0,65.0
175,11,0.0,11.0,30.0,5.0,65.0
175,12,0.0,10.0,10.0,3.0,65.0
175,13,1.0,15.0,40.0,17.5,34.0
175,14,0.0,18.5,45.0,9.0,90.0
175,15,0.0,15.0,77.0,13.75,85.0
175,16,0.0,13.0,70.0,8.0,84.0
175,17,1.0,2.0,80.0,9.0,20.0
175,18,1.0,20.0,50.0,17.0,60.0
175,19,0.0,6.5,50.0,3.0,95.0
176,0,0.0,15.0,40.0,17.5,34.0
176,1,1.0,15.0,60.0,8.0,65.0
176,2,0.0,10.25,68.0,9.5,80.0
176,3,1.0,2.0,80.0,9.0,20.0
176,4,1.0,4.0,80.0,20.0,20.0
176,5,0.0,8.0,65.0,15.0,60.0
176,6,0.0,12.0,20.0,6.0,60.0
176,7,0.0,4.0,97.0,16.0,33.0
176,8,0.0,11.0,30.0,5.0,65.0
176,9,0.0,20.0,30.0,12.5,48.0
176,10,0.0,5.25,50.0,2.0,90.0
176,11,0.0,18.5,45.0,9.0,90.0
176,12,0.0,13.0,70.0,8.0,84.0
176,13,0.0,20.0,50.0,17.0,60.0
176,14,1.0,7.0,75.0,15.5,30.0
176,15,0.0,8.5,40.0,2.5,95.0
176,16,0.0,10.0,10.0,3.0,65.0
176,17,0.0,6.5,50.0,3.0,95.0
177,0,1.0,6.5,50.0,3.0,95.0
177,1,1.0,20.0,50.0,17.0,60.0
177,2,1.0,2.0,80.0,9.0,20.0
177,3,0.0,13.0,70.0,8.0,84.0
177,4,1.0,4.0,97.0,16.0,33.0
177,5,0.0,16.0,90.0,18.0,80.0
177,6,1.0,15.0,40.0,17.5,34.0
177,7,0.0,15.0,77.0,13.75,85.0
177,8,1.0,15.0,60.0,8.0,65.0
177,9,1.0,10.0,10.0,3.0,65.0
177,10,0.0,12.0,20.0,6.0,60.0
177,11,0.0,10.25,68.0,9.5,80.0
177,12,1.0,5.25,50.0,2.0,90.0
177,13,0.0,11.0,30.0,5.0,65.0
177,14,0.0,18.5,45.0,9.0,90.0
177,15,1.0,8.5,40.0,2.5,95.0
177,16,0.0,20.0,30.0,12.5,48.0
177,17,1.0,4.0,80.0,20.0,20.0
177,18,0.0,8.0,65.0,15.0,60.0
177,19,1.0,7.0,75.0,15.5,30.0
178,0,1.0,2.0,80.0,9.0,20.0
178,1,0.0,4.0,80.0,20.0,20.0
178,2,0.0,18.5,45.0,9.0,90.0
178,3,0.0,12.0,20.0,6.0,60.0
178,4,0.0,8.0,65.0,15.0,60.0
178,5,0.0,15.0,77.0,13.75,85.0
178,6,0.0,11.0,30.0,5.0,65.0
178,7,0.0,10.25,68.0,9.5,80.0
178,8,1.0,16.0,90.0,18.0,80.0
178,9,1.0,8.5,40.0,2.5,95.0
178,10,0.0,5.25,50.0,2.0,90.0
178,11,1.0,15.0,40.0,17.5,34.0
178,12,1.0,7.0,75.0,15.5,30.0
178,13,1.0,13.0,70.0,8.0,84.0
178,14,0.0,6.5,50.0,3.0,95.0
178,15,1.0,20.0,30.0,12.5,48.0
178,16,1.0,4.0,97.0,16.0,33.0
178,17,0.0,20.0,50.0,17.0,60.0
179,0,0.0,10.0,10.0,3.0,65.0
179,1,1.0,16.0,90.0,18.0,80.0
179,2,1.0,13.0,70.0,8.0,84.0
179,3,0.0,20.0,30.0,12.5,48.0
179,4,1.0,4.0,97.0,16.0,33.0
179,5,1.0,15.0,40.0,17.5,34.0
179,6,1.0,15.0,60.0,8.0,65.0
179,7,0.0,8.0,65.0,15.0,60.0
179,8,1.0,8.5,40.0,2.5,95.0
179,9,0.0,20.0,50.0,17.0,60.0
179,10,1.0,7.0,75.0,15.5,30.0
179,11,1.0,2.0,80.0,9.0,20.0
179,12,0.0,11.0,30.0,5.0,65.0
179,13,1.0,5.25,50.0,2.0,90.0
179,14,1.0,12.0,20.0,6.0,60.0
179,15,0.0,18.5,45.0,9.0,90.0
179,16,0.0,10.25,68.0,9.5,80.0
179,17,1.0,6.5,50.0,3.0,95.0
179,18,0.0,4.0,80.0,20.0,20.0
179,19,0.0,15.0,77.0,13.75,85.0
180,0,0.0,15.0,40.0,17.5,34.0
180,1,0.0,4.0,80.0,20.0,20.0
180,2,0.0,15.0,60.0,8.0,65.0
180,3,1.0,8.0,65.0,15.0,60.0
180,4,1.0,7.0,75.0,15.5,30.0
180,5,1.0,20.0,30.0,12.5,48.0
180,6,1.0,6.5,50.0,3.0,95.0
180,7,0.0,18.5,45.0,9.0,90.0
180,8,0.0,11.0,30.0,5.0,65.0
180,9,1.0,16.0,90.0,18.0,80.0
180,10,1.0,5.25,50.0,2.0,90.0
180,11,1.0,15.0,77.0,13.75,85.0
180,12,1.0,10.25,68.0,9.5,80.0
180,13,1.0,12.0,20.0,6.0,60.0
180,14,0.0,20.0,50.0,17.0,60.0
180,15,0.0,10.0,10.0,3.0,65.0
180,16,1.0,8.5,40.0,2.5,95.0
180,17,1.0,2.0,80.0,9.0,20.0
180,18,1.0,13.0,70.0,8.0,84.0
181,0,0.0,18.5,45.0,9.0,90.0
181,1,1.0,2.0,80.0,9.0,20.0
181,2,1.0,16.0,90.0,18.0,80.0
181,3,1.0,5.25,50.0,2.0,90.0
181,4,1.0,7.0,75.0,15.5,30.0
181,5,0.0,15.0,40.0,17.5,34.0
181,6,0.0,20.0,30.0,12.5,48.0
181,7,1.0,4.0,80.0,20.0,20.0
181,8,0.0,10.25,68.0,9.5,80.0
181,9,0.0,11.0,30.0,5.0,65.0
181,10,0.0,6.5,50.0,3.0,95.0
181,11,0.0,4.0,97.0,16.0,33.0
181,12,0.0,10.0,10.0,3.0,65.0
181,13,1.0,15.0,60.0,8.0,65.0
181,14,0.0,15.0,77.0,13.75,85.0
181,15,1.0,20.0,50.0,17.0,60.0
181,16,0.0,8.0,65.0,15.0,60.0
181,17,0.0,8.5,40.0,2.5,95.0
181,18,0.0,12.0,20.0,6.0,60.0
181,19,1.0,13.0,70.0,8.0,84.0
182,0,1.0,16.0,90.0,18.0,80.0
182,1,0.0,5.25,50.0,2.0,90.0
182,2,1.0,2.0,80.0,9.0,20.0
182,3,0.0,15.0,77.0,13.75,85.0
182,4,0.0,10.0,10.0,3.0,65.0
182,5,1.0,4.0,97.0,16.0,33.0
182,6,1.0,12.0,20.0,6.0,60.0
182,7,1.0,7.0,75.0,15.5,30.0
182,8,0.0,13.0,70.0,8.0,84.0
182,9,0.0,8.5,40.0,2.5,95.0
182,10,1.0,11.0,30.0,5.0,65.0
182,11,0.0,20.0,50.0,17.0,60.0
182,12,0.0,10.25,68.0,9.5,80.0
182,13,0.0,18.5,45.0,9.0,90.0
182,14,0.0,20.0,30.0,12.5,48.0
182,15,1.0,4.0,80.0,20.0,20.0
182,16,0.0,15.0,60.0,8.0,65.0
182,17,1.0,15.0,40.0,17.5,34.0
182,18,1.0,8.0,65.0,15.0,60.0
182,19,0.0,6.5,50.0,3.0,95.0
183,0,0.0,13.0,70.0,8.0,84.0
183,1,0.0,12.0,20.0,6.0,60.0
183,2,0.0,20.0,30.0,12.5,48.0
183,3,0.0,18.5,45.0,9.0,90.0
183,4,0.0,6.5,50.0,3.0,95.0
183,5,0.0,15.0,77.0,13.75,85.0
183,6,0.0,8.5,40.0,2.5,95.0
183,7,1.0,4.0,97.0,16.0,33.0
183,8,1.0,2.0,80.0,9.0,20.0
183,9,0.0,5.25,50.0,2.0,90.0
183,10,1.0,15.0,40.0,17.5,34.0
183,11,0.0,8.0,65.0,15.0,60.0
183,12,0.0,10.25,68.0,9.5,80.0
183,13,1.0,7.0,75.0,15.5,30.0
183,14,0.0,20.0,50.0,17.0,60.0
183,15,1.0,4.0,80.0,20.0,20.0
183,16,0.0,16.0,90.0,18.0,80.0
183,17,0.0,10.0,10.0,3.0,65.0
184,0,0.0,12.0,20.0,6.0,60.0
184,1,0.0,11.0,30.0,5.0,65.0
184,2,0.0,18.5,45.0,9.0,90.0
184,3,1.0,15.0,40.0,17.5,34.0
184,4,1.0,7.0,75.0,15.5,30.0
184,5,1.0,20.0,50.0,17.0,60.0
184,6,1.0,4.0,97.0,16.0,33.0
184,7,0.0,15.0,77.0,13.75,85.0
184,8,0.0,13.0,70.0,8.0,84.0
184,9,1.0,2.0,80.0,9.0,20.0
184,10,0.0,8.0,65.0,15.0,60.0
184,11,1.0,20.0,30.0,12.5,48.0
184,12,1.0,5.25,50.0,2.0,90.0
184,13,0.0,10.0,10.0,3.0,65.0
184,14,0.0,10.25,68.0,9.5,80.0
184,15,1.0,15.0,60.0,8.0,65.0
184,16,1.0,4.0,80.0,20.0,20.0
184,17,0.0,8.5,40.0,2.5,95.0
184,18,1.0,16.0,90.0,18.0,80.0
184,19,1.0,6.5,50.0,3.0,95.0
185,0,1.0,8.0,65.0,15.0,60.0
185,1,0.0,11.0,30.0,5.0,65.0
185,2,0.0,18.5,45.0,9.0,90.0
185,3,1.0,15.0,40.0,17.5,34.0
185,4,1.0,15.0,77.0,13.75,85.0
185,5,1.0,4.0,80.0,20.0,20.0
185,6,1.0,16.0,90.0,18.0,80.0
185,7,0.0,12.0,20.0,6.0,60.0
185,8,0.0,10.0,10.0,3.0,65.0
185,9,1.0,7.0,75.0,15.5,30.0
185,10,1.0,20.0,50.0,17.0,60.0
185,11,1.0,10.25,68.0,9.5,80.0
185,12,1.0,8.5,40.0,2.5,95.0
185,13,1.0,15.0,60.0,8.0,65.0
185,14,1.0,4.0,97.0,16.0,33.0
185,15,0.0,13.0,70.0,8.0,84.0
185,16,1.0,6.5,50.0,3.0,95.0
185,17,1.0,5.25,50.0,2.0,90.0
185,18,0.0,2.0,80.0,9.0,20.0
186,0,0.0,15.0,40.0,17.5,34.0
186,1,1.0,10.25,68.0,9.5,80.0
186,2,1.0,8.0,65.0,15.0,60.0
186,3,0.0,20.0,30.0,12.5,48.0
186,4,1.0,12.0,20.0,6.0,60.0
186,5,1.0,4.0,97.0,16.0,33.0
186,6,1.0,15.0,60.0,8.0,65.0
186,7,1.0,4.0,80.0,20.0,20.0
186,8,0.0,16.0,90.0,18.0,80.0
186,9,0.0,20.0,50.0,17.0,60.0
186,10,1.0,8.5,40.0,2.5,95.0
186,11,0.0,18.5,45.0,9.0,90.0
186,12,0.0,10.0,10.0,3.0,65.0
186,13,1.0,6.5,50.0,3.0,95.0
186,14,1.0,7.0,75.0,15.5,30.0
186,15,0.0,15.0,77.0,13.75,85.0
186,16,1.0,5.25,50.0,2.0,90.0
186,17,1.0,2.0,80.0,9.0,20.0
186,18,1.0,11.0,30.0,5.0,65.0
187,0,1.0,12.0,20.0,6.0,60.0
187,1,1.0,2.0,80.0,9.0,20.0
187,2,0.0,7.0,75.0,15.5,30.0
187,3,0.0,5.25,50.0,2.0,90.0
187,4,0.0,15.0,77.0,13.75,85.0
187,5,1.0,15.0,60.0,8.0,65.0
187,6,0.0,11.0,30.0,5.0,65.0
187,7,1.0,4.0,97.0,16.0,33.0
187,8,1.0,20.0,30.0,12.5,48.0
187,9,0.0,18.5,45.0,9.0,90.0
187,10,1.0,13.0,70.0,8.0,84.0
187,11,0.0,8.0,65.0,15.0,60.0
187,12,1.0,20.0,50.0,17.0,60.0
187,13,0.0,10.0,10.0,3.0,65.0
187,14,0.0,4.0,80.0,20.0,20.0
187,15,1.0,8.5,40.0,2.5,95.0
187,16,0.0,10.25,68.0,9.5,80.0
187,17,0.0,15.0,40.0,17.5,34.0
187,18,0.0,6.5,50.0,3.0,95.0
187,19,0.0,16.0,90.0,18.0,80.0
188,0,1.0,13.0,70.0,8.0,84.0
188,1,0.0,8.5,40.0,2.5,95.0
188,2,0.0,5.25,50.0,2.0,90.0
188,3,0.0,10.0,10.0,3.0,65.0
188,4,1.0,10.25,68.0,9.5,80.0
