subj,trial,choice,a_amount,a_prob,b_amount,b_prob
188,5,0.0,6.5,50.0,3.0,95.0
188,6,1.0,15.0,60.0,8.0,65.0
188,7,1.0,7.0,75.0,15.5,30.0
188,8,0.0,12.0,20.0,6.0,60.0
188,9,1.0,15.0,40.0,17.5,34.0
188,10,0.0,18.5,45.0,9.0,90.0
188,11,0.0,2.0,80.0,9.0,20.0
188,12,1.0,4.0,97.0,16.0,33.0
188,13,1.0,16.0,90.0,18.0,80.0
188,14,0.0,15.0,77.0,13.75,85.0
188,15,0.0,20.0,30.0,12.5,48.0
188,16,0.0,8.0,65.0,15.0,60.0
188,17,0.0,4.0,80.0,20.0,20.0
188,18,1.0,20.0,50.0,17.0,60.0
189,0,0.0,20.0,50.0,17.0,60.0
189,1,1.0,8.0,65.0,15.0,60.0
189,2,0.0,18.5,45.0,9.0,90.0
189,3,1.0,7.0,75.0,15.5,30.0
189,4,1.0,10.25,68.0,9.5,80.0
189,5,1.0,8.5,40.0,2.5,95.0
189,6,1.0,5.25,50.0,2.0,90.0
189,7,1.0,2.0,80.0,9.0,20.0
189,8,0.0,15.0,77.0,13.75,85.0
189,9,1.0,10.0,10.0,3.0,65.0
189,10,0.0,11.0,30.0,5.0,65.0
189,11,0.0,6.5,50.0,3.0,95.0
189,12,0.0,15.0,60.0,8.0,65.0
189,13,0.0,15.0,40.0,17.5,34.0
189,14,0.0,13.0,70.0,8.0,84.0
190,0,1.0,13.0,70.0,8.0,84.0
190,1,0.0,10.25,68.0,9.5,80.0
190,2,1.0,2.0,80.0,9.0,20.0
190,3,1.0,4.0,80.0,20.0,20.0
190,4,1.0,8.5,40.0,2.5,95.0
190,5,1.0,20.0,30.0,12.5,48.0
190,6,1.0,16.0,90.0,18.0,80.0
190,7,1.0,7.0,75.0,15.5,30.0
190,8,0.0,10.0,10.0,3.0,65.0
190,9,0.0,15.0,40.0,17.5,34.0
190,10,1.0,6.5,50.0,3.0,95.0
190,11,1.0,5.25,50.0,2.0,90.0
190,12,0.0,12.0,20.0,6.0,60.0
190,13,1.0,20.0,50.0,17.0,60.0
190,14,1.0,15.0,77.0,13.75,85.0
190,15,1.0,4.0,97.0,16.0,33.0
190,16,0.0,8.0,65.0,15.0,60.0
190,17,1.0,15.0,60.0,8.0,65.0
190,18,0.0,18.5,45.0,9.0,90.0
190,19,0.0,11.0,30.0,5.0,65.0
191,0,1.0,2.0,80.0,9.0,20.0
191,1,1.0,4.0,97.0,16.0,33.0
191,2,0.0,15.0,40.0,17.5,34.0
191,3,1.0,20.0,50.0,17.0,60.0
191,4,0.0,6.5,50.0,3.0,95.0
191,5,0.0,10.25,68.0,9.5,80.0
191,6,0.0,10.0,10.0,3.0,65.0
191,7,0.0,18.5,45.0,9.0,90.0
191,8,0.0,20.0,30.0,12.5,48.0
191,9,1.0,7.0,75.0,15.5,30.0
191,10,1.0,4.0,80.0,20.0,20.0
191,11,1.0,15.0,60.0,8.0,65.0
191,12,0.0,8.5,40.0,2.5,95.0
191,13,0.0,11.0,30.0,5.0,65.0
191,14,1.0,16.0,90.0,18.0,80.0
191,15,0.0,13.0,70.0,8.0,84.0
191,16,0.0,8.0,65.0,15.0,60.0
191,17,0.0,12.0,20.0,6.0,60.0
191,18,0.0,5.25,50.0,2.0,90.0
191,19,0.0,15.0,77.0,13.75,85.0
192,0,0.0,8.5,40.0,2.5,95.0
192,1,1.0,4.0,80.0,20.0,20.0
192,2,1.0,7.0,75.0,15.5,30.0
192,3,0.0,8.0,65.0,15.0,60.0
192,4,1.0,4.0,97.0,16.0,33.0
192,5,0.0,13.0,70.0,8.0,84.0
192,6,0.0,15.0,40.0,17.5,34.0
192,7,1.0,15.0,60.0,8.0,65.0
192,8,0.0,18.5,45.0,9.0,90.0
192,9,1.0,20.0,50.0,17.0,60.0
192,10,1.0,2.0,80.0,9.0,20.0
192,11,1.0,16.0,90.0,18.0,80.0
192,12,0.0,20.0,30.0,12.5,48.0
192,13,0.0,10.0,10.0,3.0,65.0
192,14,0.0,15.0,77.0,13.75,85.0
192,15,0.0,12.0,20.0,6.0,60.0
192,16,0.0,6.5,50.0,3.0,95.0
192,17,0.0,10.25,68.0,9.5,80.0
192,18,0.0,5.25,50.0,2.0,90.0
193,0,0.0,16.0,90.0,18.0,80.0
193,1,0.0,18.5,45.0,9.0,90.0
193,2,1.0,2.0,80.0,9.0,20.0
193,3,0.0,10.0,10.0,3.0,65.0
193,4,0.0,15.0,40.0,17.5,34.0
193,5,0.0,15.0,77.0,13.75,85.0
193,6,1.0,20.0,30.0,12.5,48.0
193,7,1.0,15.0,60.0,8.0,65.0
193,8,0.0,8.5,40.0,2.5,95.0
193,9,0.0,10.25,68.0,9.5,80.0
193,10,1.0,5.25,50.0,2.0,90.0
193,11,0.0,6.5,50.0,3.0,95.0
193,12,1.0,4.0,97.0,16.0,33.0
193,13,0.0,11.0,30.0,5.0,65.0
193,14,0.0,12.0,20.0,6.0,60.0
193,15,0.0,8.0,65.0,15.0,60.0
193,16,1.0,20.0,50.0,17.0,60.0
193,17,1.0,13.0,70.0,8.0,84.0
193,18,1.0,4.0,80.0,20.0,20.0
193,19,1.0,7.0,75.0,15.5,30.0
194,0,0.0,10.25,68.0,9.5,80.0
194,1,1.0,15.0,77.0,13.75,85.0
194,2,1.0,2.0,80.0,9.0,20.0
194,3,0.0,12.0,20.0,6.0,60.0
194,4,1.0,15.0,60.0,8.0,65.0
194,5,0.0,10.0,10.0,3.0,65.0
194,6,1.0,7.0,75.0,15.5,30.0
194,7,1.0,20.0,50.0,17.0,60.0
194,8,0.0,4.0,80.0,20.0,20.0
194,9,0.0,5.25,50.0,2.0,90.0
194,10,1.0,16.0,90.0,18.0,80.0
194,11,0.0,8.5,40.0,2.5,95.0
194,12,0.0,15.0,40.0,17.5,34.0
194,13,0.0,8.0,65.0,15.0,60.0
194,14,1.0,13.0,70.0,8.0,84.0
194,15,1.0,20.0,30.0,12.5,48.0
194,16,0.0,18.5,45.0,9.0,90.0
194,17,0.0,6.5,50.0,3.0,95.0
194,18,1.0,4.0,97.0,16.0,33.0
194,19,0.0,11.0,30.0,5.0,65.0
195,0,1.0,15.0,60.0,8.0,65.0
195,1,1.0,18.5,45.0,9.0,90.0
195,2,1.0,20.0,30.0,12.5,48.0
195,3,0.0,2.0,80.0,9.0,20.0
195,4,1.0,6.5,50.0,3.0,95.0
195,5,0.0,4.0,97.0,16.0,33.0
195,6,0.0,15.0,40.0,17.5,34.0
195,7,0.0,16.0,90.0,18.0,80.0
195,8,1.0,8.5,40.0,2.5,95.0
195,9,0.0,7.0,75.0,15.5,30.0
195,10,1.0,10.0,10.0,3.0,65.0
195,11,0.0,4.0,80.0,20.0,20.0
195,12,1.0,12.0,20.0,6.0,60.0
195,13,1.0,13.0,70.0,8.0,84.0
195,14,1.0,20.0,50.0,17.0,60.0
195,15,1.0,15.0,77.0,13.75,85.0
195,16,1.0,10.25,68.0,9.5,80.0
195,17,0.0,8.0,65.0,15.0,60.0
195,18,1.0,5.25,50.0,2.0,90.0
195,19,0.0,11.0,30.0,5.0,65.0
196,0,0.0,15.0,40.0,17.5,34.0
196,1,0.0,4.0,80.0,20.0,20.0
196,2,1.0,7.0,75.0,15.5,30.0
196,3,1.0,8.5,40.0,2.5,95.0
196,4,1.0,20.0,30.0,12.5,48.0
196,5,1.0,20.0,50.0,17.0,60.0
196,6,1.0,15.0,60.0,8.0,65.0
196,7,0.0,12.0,20.0,6.0,60.0
196,8,0.0,10.0,10.0,3.0,65.0
196,9,1.0,15.0,77.0,13.75,85.0
196,10,1.0,5.25,50.0,2.0,90.0
196,11,1.0,11.0,30.0,5.0,65.0
196,12,1.0,16.0,90.0,18.0,80.0
196,13,0.0,8.0,65.0,15.0,60.0
196,14,0.0,4.0,97.0,16.0,33.0
196,15,0.0,10.25,68.0,9.5,80.0
196,16,0.0,18.5,45.0,9.0,90.0
196,17,0.0,6.5,50.0,3.0,95.0
196,18,1.0,13.0,70.0,8.0,84.0
196,19,0.0,2.0,80.0,9.0,20.0
197,0,0.0,4.0,97.0,16.0,33.0
197,1,0.0,5.25,50.0,2.0,90.0
197,2,1.0,16.0,90.0,18.0,80.0
197,3,0.0,20.0,50.0,17.0,60.0
197,4,0.0,4.0,80.0,20.0,20.0
197,5,0.0,12.0,20.0,6.0,60.0
197,6,0.0,7.0,75.0,15.5,30.0
197,7,1.0,10.0,10.0,3.0,65.0
197,8,1.0,18.5,45.0,9.0,90.0
197,9,0.0,10.25,68.0,9.5,80.0
197,10,1.0,15.0,40.0,17.5,34.0
197,11,1.0,8.5,40.0,2.5,95.0
197,12,0.0,15.0,77.0,13.75,85.0
197,13,1.0,15.0,60.0,8.0,65.0
197,14,1.0,13.0,70.0,8.0,84.0
197,15,0.0,2.0,80.0,9.0,20.0
197,16,1.0,6.5,50.0,3.0,95.0
197,17,0.0,20.0,30.0,12.5,48.0
197,18,0.0,8.0,65.0,15.0,60.0
198,0,0.0,10.0,10.0,3.0,65.0
198,1,0.0,2.0,80.0,9.0,20.0
198,2,1.0,15.0,60.0,8.0,65.0
198,3,0.0,4.0,97.0,16.0,33.0
198,4,0.0,6.5,50.0,3.0,95.0
198,5,0.0,15.0,77.0,13.75,85.0
198,6,1.0,13.0,70.0,8.0,84.0
198,7,1.0,5.25,50.0,2.0,90.0
198,8,0.0,7.0,75.0,15.5,30.0
198,9,0.0,11.0,30.0,5.0,65.0
198,10,0.0,18.5,45.0,9.0,90.0
198,11,0.0,4.0,80.0,20.0,20.0
198,12,0.0,10.25,68.0,9.5,80.0
198,13,0.0,8.0,65.0,15.0,60.0
198,14,1.0,12.0,20.0,6.0,60.0
198,15,0.0,8.5,40.0,2.5,95.0
198,16,1.0,16.0,90.0,18.0,80.0
199,0,0.0,10.0,10.0,3.0,65.0
199,1,1.0,4.0,80.0,20.0,20.0
199,2,1.0,15.0,77.0,13.75,85.0
199,3,1.0,20.0,30.0,12.5,48.0
199,4,1.0,20.0,50.0,17.0,60.0
199,5,1.0,4.0,97.0,16.0,33.0
199,6,0.0,8.5,40.0,2.5,95.0
199,7,0.0,12.0,20.0,6.0,60.0
199,8,0.0,2.0,80.0,9.0,20.0
199,9,1.0,13.0,70.0,8.0,84.0
199,10,1.0,5.25,50.0,2.0,90.0
199,11,1.0,11.0,30.0,5.0,65.0
199,12,0.0,6.5,50.0,3.0,95.0
199,13,1.0,15.0,60.0,8.0,65.0
199,14,1.0,7.0,75.0,15.5,30.0
199,15,0.0,10.25,68.0,9.5,80.0
199,16,1.0,16.0,90.0,18.0,80.0
199,17,1.0,15.0,40.0,17.5,34.0
199,18,0.0,8.0,65.0,15.0,60.0
199,19,0.0,18.5,45.0,9.0,90.0
200,0,0.0,15.0,77.0,13.75,85.0
200,1,1.0,10.25,68.0,9.5,80.0
200,2,1.0,2.0,80.0,9.0,20.0
200,3,1.0,4.0,80.0,20.0,20.0
200,4,1.0,8.5,40.0,2.5,95.0
200,5,1.0,7.0,75.0,15.5,30.0
200,6,1.0,15.0,60.0,8.0,65.0
200,7,1.0,11.0,30.0,5.0,65.0
200,8,0.0,20.0,50.0,17.0,60.0
200,9,0.0,13.0,70.0,8.0,84.0
200,10,1.0,16.0,90.0,18.0,80.0
200,11,0.0,18.5,45.0,9.0,90.0
200,12,1.0,15.0,40.0,17.5,34.0
200,13,0.0,5.25,50.0,2.0,90.0
200,14,0.0,20.0,30.0,12.5,48.0
200,15,1.0,4.0,97.0,16.0,33.0
200,16,1.0,10.0,10.0,3.0,65.0
200,17,0.0,12.0,20.0,6.0,60.0
200,18,0.0,8.0,65.0,15.0,60.0
200,19,0.0,6.5,50.0,3.0,95.0
201,0,0.0,10.25,68.0,9.5,80.0
201,1,1.0,2.0,80.0,9.0,20.0
201,2,0.0,16.0,90.0,18.0,80.0
201,3,0.0,12.0,20.0,6.0,60.0
201,4,0.0,18.5,45.0,9.0,90.0
201,5,0.0,20.0,30.0,12.5,48.0
201,6,1.0,15.0,60.0,8.0,65.0
201,7,1.0,15.0,40.0,17.5,34.0
201,8,1.0,7.0,75.0,15.5,30.0
201,9,0.0,20.0,50.0,17.0,60.0
201,10,0.0,5.25,50.0,2.0,90.0
201,11,0.0,11.0,30.0,5.0,65.0
201,12,0.0,10.0,10.0,3.0,65.0
201,13,0.0,8.0,65.0,15.0,60.0
201,14,1.0,13.0,70.0,8.0,84.0
201,15,1.0,15.0,77.0,13.75,85.0
201,16,0.0,4.0,80.0,20.0,20.0
201,17,0.0,6.5,50.0,3.0,95.0
201,18,0.0,8.5,40.0,2.5,95.0
201,19,1.0,4.0,97.0,16.0,33.0
202,0,0.0,18.5,45.0,9.0,90.0
202,1,1.0,15.0,40.0,17.5,34.0
202,2,1.0,13.0,70.0,8.0,84.0
202,3,0.0,8.0,65.0,15.0,60.0
202,4,0.0,12.0,20.0,6.0,60.0
202,5,0.0,15.0,77.0,13.75,85.0
202,6,0.0,10.25,68.0,9.5,80.0
202,7,0.0,5.25,50.0,2.0,90.0
202,8,1.0,16.0,90.0,18.0,80.0
202,9,1.0,2.0,80.0,9.0,20.0
202,10,0.0,4.0,97.0,16.0,33.0
202,11,0.0,20.0,50.0,17.0,60.0
202,12,0.0,4.0,80.0,20.0,20.0
202,13,0.0,10.0,10.0,3.0,65.0
202,14,0.0,6.5,50.0,3.0,95.0
202,15,1.0,20.0,30.0,12.5,48.0
202,16,1.0,7.0,75.0,15.5,30.0
202,17,1.0,15.0,60.0,8.0,65.0
202,18,0.0,11.0,30.0,5.0,65.0
203,0,1.0,10.25,68.0,9.5,80.0
203,1,1.0,15.0,60.0,8.0,65.0
203,2,0.0,12.0,20.0,6.0,60.0
203,3,1.0,11.0,30.0,5.0,65.0
203,4,1.0,4.0,80.0,20.0,20.0
203,5,1.0,4.0,97.0,16.0,33.0
203,6,0.0,10.0,10.0,3.0,65.0
203,7,0.0,2.0,80.0,9.0,20.0
203,8,1.0,5.25,50.0,2.0,90.0
203,9,1.0,7.0,75.0,15.5,30.0
203,10,1.0,6.5,50.0,3.0,95.0
203,11,1.0,8.5,40.0,2.5,95.0
203,12,1.0,15.0,40.0,17.5,34.0
203,13,1.0,20.0,50.0,17.0,60.0
203,14,0.0,8.0,65.0,15.0,60.0
203,15,1.0,18.5,45.0,9.0,90.0
203,16,1.0,16.0,90.0,18.0,80.0
203,17,1.0,13.0,70.0,8.0,84.0
203,18,0.0,20.0,30.0,12.5,48.0
203,19,1.0,15.0,77.0,13.75,85.0
204,0,0.0,15.0,77.0,13.75,85.0
204,1,0.0,5.25,50.0,2.0,90.0
204,2,0.0,18.5,45.0,9.0,90.0
204,3,0.0,11.0,30.0,5.0,65.0
204,4,0.0,13.0,70.0,8.0,84.0
204,5,1.0,7.0,75.0,15.5,30.0
204,6,0.0,15.0,60.0,8.0,65.0
204,7,1.0,16.0,90.0,18.0,80.0
204,8,0.0,8.5,40.0,2.5,95.0
204,9,0.0,20.0,30.0,12.5,48.0
204,10,0.0,8.0,65.0,15.0,60.0
204,11,1.0,20.0,50.0,17.0,60.0
204,12,1.0,4.0,80.0,20.0,20.0
204,13,1.0,15.0,40.0,17.5,34.0
204,14,1.0,2.0,80.0,9.0,20.0
204,15,0.0,12.0,20.0,6.0,60.0
204,16,0.0,10.25,68.0,9.5,80.0
204,17,0.0,6.5,50.0,3.0,95.0
204,18,0.0,10.0,10.0,3.0,65.0
204,19,1.0,4.0,97.0,16.0,33.0
205,0,0.0,6.5,50.0,3.0,95.0
205,1,0.0,5.25,50.0,2.0,90.0
205,2,0.0,15.0,77.0,13.75,85.0
205,3,1.0,4.0,97.0,16.0,33.0
205,4,1.0,15.0,40.0,17.5,34.0
205,5,0.0,10.0,10.0,3.0,65.0
205,6,0.0,18.5,45.0,9.0,90.0
205,7,0.0,12.0,20.0,6.0,60.0
205,8,0.0,8.0,65.0,15.0,60.0
205,9,1.0,16.0,90.0,18.0,80.0
205,10,1.0,15.0,60.0,8.0,65.0
205,11,0.0,13.0,70.0,8.0,84.0
205,12,0.0,11.0,30.0,5.0,65.0
205,13,1.0,2.0,80.0,9.0,20.0
205,14,0.0,10.25,68.0,9.5,80.0
205,15,0.0,4.0,80.0,20.0,20.0
205,16,1.0,7.0,75.0,15.5,30.0
205,17,0.0,20.0,50.0,17.0,60.0
205,18,0.0,8.5,40.0,2.5,95.0
205,19,1.0,20.0,30.0,12.5,48.0
206,0,0.0,2.0,80.0,9.0,20.0
206,1,0.0,12.0,20.0,6.0,60.0
206,2,1.0,18.5,45.0,9.0,90.0
206,3,0.0,10.0,10.0,3.0,65.0
206,4,0.0,15.0,77.0,13.75,85.0
206,5,1.0,13.0,70.0,8.0,84.0
206,6,1.0,15.0,60.0,8.0,65.0
206,7,0.0,6.5,50.0,3.0,95.0
206,8,0.0,4.0,97.0,16.0,33.0
206,9,1.0,20.0,30.0,12.5,48.0
206,10,1.0,20.0,50.0,17.0,60.0
206,11,1.0,7.0,75.0,15.5,30.0
206,12,0.0,8.0,65.0,15.0,60.0
206,13,0.0,5.25,50.0,2.0,90.0
206,14,0.0,15.0,40.0,17.5,34.0
206,15,1.0,4.0,80.0,20.0,20.0
206,16,1.0,11.0,30.0,5.0,65.0
206,17,0.0,8.5,40.0,2.5,95.0
206,18,1.0,16.0,90.0,18.0,80.0
207,0,0.0,12.0,20.0,6.0,60.0
207,1,1.0,4.0,80.0,20.0,20.0
207,2,0.0,8.0,65.0,15.0,60.0
207,3,1.0,16.0,90.0,18.0,80.0
207,4,0.0,15.0,60.0,8.0,65.0
207,5,0.0,8.5,40.0,2.5,95.0
207,6,0.0,10.25,68.0,9.5,80.0
207,7,0.0,4.0,97.0,16.0,33.0
207,8,0.0,2.0,80.0,9.0,20.0
207,9,0.0,18.5,45.0,9.0,90.0
207,10,0.0,15.0,77.0,13.75,85.0
207,11,0.0,20.0,50.0,17.0,60.0
207,12,0.0,11.0,30.0,5.0,65.0
207,13,0.0,7.0,75.0,15.5,30.0
207,14,1.0,15.0,40.0,17.5,34.0
207,15,1.0,20.0,30.0,12.5,48.0
208,0,1.0,7.0,75.0,15.5,30.0
208,1,1.0,16.0,90.0,18.0,80.0
208,2,0.0,12.0,20.0,6.0,60.0
208,3,0.0,10.25,68.0,9.5,80.0
208,4,1.0,8.5,40.0,2.5,95.0
208,5,0.0,20.0,50.0,17.0,60.0
208,6,1.0,13.0,70.0,8.0,84.0
208,7,1.0,4.0,97.0,16.0,33.0
208,8,1.0,2.0,80.0,9.0,20.0
208,9,1.0,20.0,30.0,12.5,48.0
208,10,0.0,8.0,65.0,15.0,60.0
208,11,0.0,10.0,10.0,3.0,65.0
208,12,0.0,6.5,50.0,3.0,95.0
208,13,1.0,15.0,60.0,8.0,65.0
208,14,0.0,4.0,80.0,20.0,20.0
208,15,0.0,5.25,50.0,2.0,90.0
208,16,1.0,15.0,40.0,17.5,34.0
208,17,0.0,18.5,45.0,9.0,90.0
208,18,0.0,11.0,30.0,5.0,65.0
208,19,0.0,15.0,77.0,13.75,85.0
209,0,1.0,15.0,77.0,13.75,85.0
209,1,0.0,6.5,50.0,3.0,95.0
209,2,0.0,10.0,10.0,3.0,65.0
209,3,0.0,11.0,30.0,5.0,65.0
209,4,0.0,10.25,68.0,9.5,80.0
209,5,0.0,18.5,45.0,9.0,90.0
209,6,0.0,16.0,90.0,18.0,80.0
209,7,1.0,20.0,30.0,12.5,48.0
209,8,1.0,15.0,40.0,17.5,34.0
209,9,0.0,5.25,50.0,2.0,90.0
209,10,0.0,8.0,65.0,15.0,60.0
209,11,0.0,13.0,70.0,8.0,84.0
209,12,0.0,20.0,50.0,17.0,60.0
209,13,0.0,12.0,20.0,6.0,60.0
209,14,1.0,4.0,97.0,16.0,33.0
209,15,1.0,15.0,60.0,8.0,65.0
209,16,0.0,8.5,40.0,2.5,95.0
209,17,1.0,4.0,80.0,20.0,20.0
209,18,1.0,2.0,80.0,9.0,20.0
209,19,1.0,7.0,75.0,15.5,30.0
210,0,0.0,5.25,50.0,2.0,90.0
210,1,0.0,11.0,30.0,5.0,65.0
210,2,0.0,12.0,20.0,6.0,60.0
210,3,0.0,6.5,50.0,3.0,95.0
210,4,0.0,20.0,50.0,17.0,60.0
210,5,1.0,7.0,75.0,15.5,30.0
210,6,0.0,20.0,30.0,12.5,48.0
210,7,1.0,16.0,90.0,18.0,80.0
210,8,1.0,2.0,80.0,9.0,20.0
210,9,1.0,15.0,60.0,8.0,65.0
210,10,1.0,15.0,40.0,17.5,34.0
210,11,1.0,18.5,45.0,9.0,90.0
210,12,0.0,10.25,68.0,9.5,80.0
210,13,1.0,4.0,97.0,16.0,33.0
210,14,0.0,10.0,10.0,3.0,65.0
211,0,0.0,10.25,68.0,9.5,80.0
211,1,1.0,20.0,30.0,12.5,48.0
211,2,1.0,15.0,60.0,8.0,65.0
211,3,0.0,11.0,30.0,5.0,65.0
211,4,0.0,4.0,80.0,20.0,20.0
211,5,0.0,8.0,65.0,15.0,60.0
211,6,0.0,7.0,75.0,15.5,30.0
211,7,0.0,18.5,45.0,9.0,90.0
211,8,1.0,12.0,20.0,6.0,60.0
211,9,1.0,13.0,70.0,8.0,84.0
211,10,1.0,4.0,97.0,16.0,33.0
211,11,1.0,20.0,50.0,17.0,60.0
211,12,1.0,15.0,40.0,17.5,34.0
211,13,0.0,16.0,90.0,18.0,80.0
211,14,0.0,6.5,50.0,3.0,95.0
211,15,0.0,2.0,80.0,9.0,20.0
211,16,0.0,8.5,40.0,2.5,95.0
211,17,0.0,15.0,77.0,13.75,85.0
211,18,0.0,10.0,10.0,3.0,65.0
211,19,0.0,5.25,50.0,2.0,90.0
212,0,0.0,20.0,50.0,17.0,60.0
212,1,0.0,6.5,50.0,3.0,95.0
212,2,0.0,10.25,68.0,9.5,80.0
212,3,0.0,13.0,70.0,8.0,84.0
212,4,0.0,20.0,30.0,12.5,48.0
212,5,1.0,2.0,80.0,9.0,20.0
212,6,1.0,10.0,10.0,3.0,65.0
212,7,0.0,15.0,60.0,8.0,65.0
212,8,0.0,18.5,45.0,9.0,90.0
212,9,0.0,12.0,20.0,6.0,60.0
212,10,1.0,4.0,80.0,20.0,20.0
212,11,0.0,8.5,40.0,2.5,95.0
212,12,1.0,11.0,30.0,5.0,65.0
212,13,1.0,4.0,97.0,16.0,33.0
212,14,1.0,8.0,65.0,15.0,60.0
212,15,1.0,16.0,90.0,18.0,80.0
212,16,1.0,15.0,40.0,17.5,34.0
212,17,1.0,7.0,75.0,15.5,30.0
212,18,0.0,5.25,50.0,2.0,90.0
212,19,0.0,15.0,77.0,13.75,85.0
213,0,1.0,13.0,70.0,8.0,84.0
213,1,1.0,11.0,30.0,5.0,65.0
213,2,1.0,8.5,40.0,2.5,95.0
213,3,0.0,20.0,50.0,17.0,60.0
213,4,1.0,10.0,10.0,3.0,65.0
213,5,1.0,7.0,75.0,15.5,30.0
213,6,0.0,2.0,80.0,9.0,20.0
213,7,1.0,18.5,45.0,9.0,90.0
213,8,0.0,4.0,80.0,20.0,20.0
213,9,1.0,15.0,40.0,17.5,34.0
213,10,1.0,12.0,20.0,6.0,60.0
213,11,1.0,6.5,50.0,3.0,95.0
213,12,0.0,4.0,97.0,16.0,33.0
213,13,0.0,16.0,90.0,18.0,80.0
213,14,1.0,15.0,60.0,8.0,65.0
213,15,0.0,10.25,68.0,9.5,80.0
213,16,1.0,20.0,30.0,12.5,48.0
213,17,0.0,15.0,77.0,13.75,85.0
213,18,0.0,5.25,50.0,2.0,90.0
213,19,0.0,8.0,65.0,15.0,60.0
214,0,1.0,18.5,45.0,9.0,90.0
214,1,0.0,8.0,65.0,15.0,60.0
214,2,0.0,2.0,80.0,9.0,20.0
214,3,0.0,4.0,80.0,20.0,20.0
214,4,1.0,8.5,40.0,2.5,95.0
214,5,1.0,11.0,30.0,5.0,65.0
214,6,1.0,7.0,75.0,15.5,30.0
214,7,0.0,10.0,10.0,3.0,65.0
214,8,1.0,4.0,97.0,16.0,33.0
214,9,1.0,15.0,60.0,8.0,65.0
214,10,0.0,10.25,68.0,9.5,80.0
214,11,1.0,15.0,40.0,17.5,34.0
214,12,1.0,13.0,70.0,8.0,84.0
214,13,0.0,6.5,50.0,3.0,95.0
214,14,0.0,15.0,77.0,13.75,85.0
214,15,1.0,20.0,30.0,12.5,48.0
214,16,1.0,16.0,90.0,18.0,80.0
214,17,1.0,12.0,20.0,6.0,60.0
214,18,1.0,5.25,50.0,2.0,90.0
214,19,1.0,20.0,50.0,17.0,60.0
215,0,0.0,15.0,77.0,13.75,85.0
215,1,1.0,15.0,40.0,17.5,34.0
215,2,0.0,20.0,50.0,17.0,60.0
215,3,1.0,12.0,20.0,6.0,60.0
215,4,1.0,13.0,70.0,8.0,84.0
215,5,1.0,5.25,50.0,2.0,90.0
215,6,0.0,2.0,80.0,9.0,20.0
215,7,1.0,6.5,50.0,3.0,95.0
215,8,0.0,4.0,80.0,20.0,20.0
215,9,0.0,10.25,68.0,9.5,80.0
215,10,1.0,20.0,30.0,12.5,48.0
215,11,1.0,7.0,75.0,15.5,30.0
215,12,0.0,4.0,97.0,16.0,33.0
215,13,1.0,11.0,30.0,5.0,65.0
215,14,1.0,15.0,60.0,8.0,65.0
215,15,0.0,8.0,65.0,15.0,60.0
215,16,1.0,10.0,10.0,3.0,65.0
215,17,1.0,16.0,90.0,18.0,80.0
216,0,1.0,12.0,20.0,6.0,60.0
216,1,0.0,8.0,65.0,15.0,60.0
216,2,0.0,11.0,30.0,5.0,65.0
216,3,1.0,15.0,60.0,8.0,65.0
216,4,1.0,20.0,30.0,12.5,48.0
216,5,1.0,5.25,50.0,2.0,90.0
216,6,0.0,4.0,97.0,16.0,33.0
216,7,1.0,20.0,50.0,17.0,60.0
216,8,0.0,2.0,80.0,9.0,20.0
216,9,1.0,18.5,45.0,9.0,90.0
216,10,0.0,10.25,68.0,9.5,80.0
216,11,1.0,15.0,40.0,17.5,34.0
216,12,1.0,13.0,70.0,8.0,84.0
216,13,0.0,4.0,80.0,20.0,20.0
216,14,0.0,7.0,75.0,15.5,30.0
216,15,1.0,8.5,40.0,2.5,95.0
216,16,1.0,16.0,90.0,18.0,80.0
216,17,1.0,6.5,50.0,3.0,95.0
216,18,0.0,15.0,77.0,13.75,85.0
217,0,1.0,5.25,50.0,2.0,90.0
217,1,0.0,12.0,20.0,6.0,60.0
217,2,0.0,20.0,50.0,17.0,60.0
217,3,1.0,15.0,40.0,17.5,34.0
217,4,1.0,10.25,68.0,9.5,80.0
217,5,1.0,6.5,50.0,3.0,95.0
217,6,1.0,4.0,97.0,16.0,33.0
217,7,1.0,16.0,90.0,18.0,80.0
217,8,1.0,8.5,40.0,2.5,95.0
217,9,1.0,18.5,45.0,9.0,90.0
217,10,1.0,7.0,75.0,15.5,30.0
217,11,1.0,13.0,70.0,8.0,84.0
217,12,0.0,20.0,30.0,12.5,48.0
217,13,1.0,4.0,80.0,20.0,20.0
217,14,0.0,8.0,65.0,15.0,60.0
217,15,0.0,10.0,10.0,3.0,65.0
217,16,1.0,11.0,30.0,5.0,65.0
217,17,1.0,15.0,77.0,13.75,85.0
217,18,1.0,2.0,80.0,9.0,20.0
217,19,1.0,15.0,60.0,8.0,65.0
218,0,0.0,15.0,77.0,13.75,85.0
218,1,0.0,18.5,45.0,9.0,90.0
218,2,1.0,13.0,70.0,8.0,84.0
218,3,0.0,11.0,30.0,5.0,65.0
218,4,1.0,2.0,80.0,9.0,20.0
218,5,1.0,15.0,40.0,17.5,34.0
218,6,0.0,20.0,50.0,17.0,60.0
218,7,1.0,4.0,97.0,16.0,33.0
218,8,1.0,15.0,60.0,8.0,65.0
218,9,0.0,8.5,40.0,2.5,95.0
218,10,1.0,7.0,75.0,15.5,30.0
218,11,0.0,10.25,68.0,9.5,80.0
