"subj","waic","n_trials","logit_alpha_mean","logit_alpha_sd","log_beta_mean","log_beta_sd","log_gamma_mean","log_gamma_sd","tau_mean","tau_sd","alpha_mean","alpha_sd","beta_mean","beta_sd","gamma_mean","gamma_sd"
105,27.8392548690034,20,-2.90348918286674,10.3849083695852,-5.49397568269761,8.25246952943994,-0.688401351426185,10.1242217077607,-1.05002301482739,10.3795902681018,0.372463724703529,0.448462166899305,5799793469.31516,355336766745.489,929862846385.586,60742786768331.1
106,27.8458221661719,20,-3.16835129213795,10.2924488973304,-5.43634290746036,8.07838314772343,-0.825436282333437,10.1088971191644,-1.25056993603262,10.3769152742251,0.360407377397776,0.445087307927087,68008876.9325031,4710717928.1083,63664530506865.9,6708568889270443
107,23.173238259442,20,-0.175645363738911,8.71779673695377,2.14269072256826,6.80901276292643,0.447283471995918,9.90862373121768,0.581048778227538,9.58149586587917,0.44432398285407,0.448698297846452,344753042.105191,28749291947.6001,14837996682851.6,1048932758305794
108,26.1214972744688,19,-1.88261703348303,9.7789105293977,-2.933070111926,8.11491336382672,-0.238309651925976,10.1668280160267,-0.361677516161428,10.036679210715,0.395905451886713,0.44769885299147,268455449.272483,24832814889.3626,620356858124.71,55945932146881.8
109,25.0575926132134,18,-2.76593769640464,10.4921352839293,-5.3863842403426,8.0016795544992,-0.809643328461464,9.89853358747002,-1.0752740521306,10.3121418885039,0.374685846377356,0.449172261099133,56693260.3660989,3914032075.37171,28190778186600.9,2974363687387108
110,21.5387851307641,17,-1.65711711071723,9.14077332699454,0.752303921711658,8.03148573027795,0.47701246146407,9.95939204087223,0.416834806649615,9.5859390740881,0.380366796790083,0.441016411586763,282115426.367691,13214591699.9003,3072859952652.08,202673349510571
111,27.717862756331,20,-1.8735023266309,10.0103305986724,-4.00555964766998,8.08631149907362,-0.521649287317127,9.98011780925011,-0.590338059548893,10.0558740521693,0.407910243090165,0.453473914053317,12241143.7695216,447541991.704168,1321451846356.67,77898897832311.2
112,27.8345830498171,20,-3.09831096246929,10.2340127023752,-5.72663683138561,7.98246811989317,-0.723070894512139,9.89012901483573,-1.1852401568594,10.2900214909203,0.362253740615213,0.444538829534693,13920662.2463867,818665951.529171,293343274149.065,22129167673558.1
113,26.4803480869106,19,-2.17226378388949,10.3294494781925,-4.68818527647587,7.91939754854774,-0.45499864560468,9.90327856274817,-0.849118983782461,10.3532849001581,0.398684554093308,0.453420809077332,85852155.874826,5209918746.10659,74151836995956,8026154771278643
114,26.6381692706447,20,-2.45244807589854,9.1380324258462,-0.745525779200498,8.61337280147696,0.0431847183231674,9.87098193023961,0.0321165916942036,10.0966728815995,0.344775575706377,0.432364812028425,1002474448.98499,58773248004.9011,1226892352829.98,110595034521572
115,27.8474532720537,20,-3.08628157853001,10.2679776755936,-5.97460178641038,7.97237679117701,-0.615512506455399,10.059241341241,-1.1430715546395,10.4932325348237,0.359541991180014,0.443844029757249,32834270.057671,3342666414.76397,695364175152.291,38554157588187.4
116,25.0651312236605,18,-3.06561104053558,10.3722167649668,-5.70410653696881,8.01113042067193,-0.545415241632804,9.99159424721782,-0.915005473348922,10.1106492968948,0.36388574795931,0.44717297871485,1297142.8734332,71691213.958204,41841258986.7483,2198402243696.92
117,20.3884760534733,17,-1.91573430831789,8.73388319611901,1.81462227261942,7.7252475284631,0.631470915219869,10.0783008399873,0.56273960008119,9.64562009608592,0.349989863835802,0.429334275639537,779057216.509868,30490815336.4387,62500094973051.1,5037629772019008
118,18.0458785888542,20,-1.76784840304846,7.81460309526358,4.72830240050112,5.62477191151639,0.667064965017288,9.78622508193962,1.34704597723459,9.46603286473226,0.328698662383037,0.415639243602906,241888781.030055,8774825133.53155,275071070333373632,30127071369427525632
119,25.0597438497371,18,-3.23271786543841,10.3416415849738,-5.67002339545492,8.05273494896456,-0.73141937553694,10.0594281781139,-0.887142549189618,10.3613254476506,0.355369381329285,0.443588090172531,1185765.34931948,70468940.1502706,165775491394.145,14904583775986.8
120,27.8141373359895,20,-2.6591462592053,10.2008823507136,-4.7907598949332,8.28847428725669,-0.759048732011006,10.0789335294236,-0.682411118558476,10.2510150335382,0.37726045994969,0.447127907171739,158773909.79179,12428858428.1279,68361101907610.5,7040938033103117
121,27.8263425437184,20,-1.34154024863994,10.0244375364418,-3.67542610129763,7.91744782578418,-0.567585886776658,10.0086334296257,-0.58707058593675,10.1436773411687,0.433587195238995,0.456193879050892,19646556.8065295,987068178.230027,1415740631270.03,111396404507782
122,27.8348440798459,20,-3.03406094471159,10.0416191765896,-5.49317307334078,8.118322156247,-0.83784799047418,10.0490248517638,-0.76581224924503,10.3643845815977,0.361462566089319,0.442287600629859,9945273.17787589,426324602.114287,633360043979.691,55705380376788.9
123,23.6483736200601,18,1.5696587222767,9.08617472537867,0.900124007228053,6.20236223759057,0.589858438697188,9.91664193674504,0.670632229153953,9.84372854910232,0.553956819258653,0.450120171707433,46110011.6635991,2385331753.44511,26242213172265.7,2228708709118400
124,20.9255769663468,15,-2.54936122755075,10.4241989809245,-4.68088510805032,8.17792162417044,-0.700471684255577,10.0353333526339,-0.803409953989679,10.2354664043993,0.38371408083811,0.448445719002776,3832872.896716,126305724.483349,71395992492464.2,5694236777805984
125,23.8853008938965,19,-2.22992897092419,8.7165366602141,1.24409570130241,7.80069247713252,0.422832266963376,10.0416397041624,0.46788121652041,9.74768319995974,0.337210319857477,0.425269706145411,4440427617.92375,430060097889.942,4194959191659.2,399489377843873
126,22.3016624185287,16,-2.79823063166616,10.0679537678627,-5.4534536213566,8.21280463361406,-0.898364553437709,10.0371004831383,-0.937416922343668,10.5109454074343,0.372160700023903,0.446779055512695,27717732026.308,1889726071802.09,535444792051.632,45073682697805.1
127,27.7982487337364,20,-2.65473220720538,9.90601334403611,-3.85786769826581,8.5047988434884,-0.588585928940102,10.0522887534475,-0.730255076622785,9.9503436973842,0.370242779307184,0.44377762889012,21241885.0823144,895832280.8019,640933309141.467,44168865796625.4
128,27.4572745327192,20,-1.98624543874033,9.60925346080599,-2.52859624320694,8.2789792280559,-0.214274041040542,10.0988414697272,-0.246687666198566,9.9675395895142,0.384540555480555,0.446057075218805,3735020.27726698,109485006.244675,495098480728619,53348766217570592
129,27.9565541655259,20,-2.18731440509164,9.75226381000093,-2.04177489271768,8.49541562339689,-0.00901774421433403,9.86484080054406,-0.501097943089631,10.2331147548387,0.377554623098879,0.442713795797649,1784996953.89641,75355779673.6172,4055767181549.91,436747772131711
130,15.9013749117462,20,0.581826652169474,8.39576484554482,3.98482015904683,5.27498218681936,0.715118252759397,9.95029534275553,1.18804095899124,9.40722530017351,0.463148967033751,0.445044349247104,224838748.033359,6454994739.55243,346732968975.355,19048123581044.2
131,27.8516663908617,20,-3.31030555567763,10.2424769778246,-5.79902160441589,8.10515640931333,-0.635398877285365,9.91489389248347,-0.833819450682483,10.3497406452269,0.349476318484534,0.441294738215174,1804234.75153825,83579178.3564577,1802356075451.07,110891637496239
132,25.0596036535712,18,-2.48867707499146,10.0607023371204,-5.20402188834342,8.1633282488341,-0.692220707953663,10.1869011317998,-1.14346959767046,10.4884935412685,0.387232980682277,0.450732258946936,2702006.17368913,87921955.4648041,24841112958056.6,1830604809489636
133,27.8430829498676,20,-3.23415013705694,10.3610427081156,-5.6982693559184,7.92361676267373,-1.06531665350498,10.0479038546089,-1.07932062686813,10.3387181569604,0.356126139080588,0.44472674533133,3661930.19947068,184989167.200737,176404338964.022,9785629761985.54
134,27.1613697129745,20,-0.237262589702433,10.1746434372673,-2.48701578870348,7.4476115267171,-0.133361178284357,9.81192245854544,0.0811092740939474,10.051432581461,0.4838044938156,0.458692643601495,72459850.1608559,4933178916.69189,2563107006736.8,263926252003260
135,22.3437704596614,20,-1.49062676763695,8.31933290592678,2.93388174523641,6.67669018465698,0.738152664221259,9.85924243027669,1.00990169204865,9.5476537197285,0.358259758478306,0.430685836761157,196002930.449308,12555082830.8325,5240391881617.91,413568323808348
136,26.4582076364898,19,-2.41496061384603,10.1581866909594,-4.94589373835829,8.14405580776629,-0.688316519754928,10.1625077389685,-0.76534023152046,10.320485494853,0.387831080649668,0.449709086608623,189469640.84881,17678632176.8466,2649469624477.94,205807525331907
137,20.0928898265201,20,0.27356383576898,8.58827599660724,3.13338217125876,5.92168932209214,0.802283493596714,10.0752123826851,1.01432477609462,9.61736617624798,0.455084239291994,0.447349424037865,401325997.246926,24847734324.9065,332890030841170,35689142104851728
138,26.0464740262764,19,-0.902718128917733,9.80265352359833,-2.4049966129113,7.96646723588963,-0.06248988664423,10.0735411000051,-0.11054425280029,9.8849385089987,0.446144269728768,0.455723847899781,43229274.9060768,2216283127.39607,40180043454496.1,2695040986467581
139,27.8154332864383,20,-2.34153713245469,10.3589835980707,-5.21221952812164,7.89246381058202,-0.629846958475494,10.0589687646049,-0.560291968467357,10.3472834837245,0.397589587922269,0.453660123510466,3743810.17510585,226771936.208159,10619761827437.5,1117564454710650
140,27.8437103812891,20,-2.80055729151122,10.3653771949596,-5.32471576892485,7.91622392332608,-0.54559136087504,9.89822039740015,-0.839297292874944,10.3446732151171,0.372618456516571,0.449573443606752,993865966.736492,69480603633.9925,33681393807256.6,2703120331869616
141,27.8518788326624,20,-2.72609568298913,10.2490249525352,-5.43817059988134,8.0922511676018,-0.870314457910774,10.2454406115418,-1.16018086627675,10.2782523089403,0.377154268804846,0.449059857496889,11812968.6077748,854809614.969716,2514202282686.24,188477875782109
142,26.9403771739285,20,-2.29498252806706,9.46031432237404,-1.14075887658857,8.40024842524365,-0.0867247425807479,9.97287526589643,0.266869340767379,9.89965846495723,0.367000600873192,0.438750689467728,760683734.582557,75227715481.6384,1198468512954.87,67223423503702.8
143,26.522588792779,19,-1.99389508181118,9.81055584373865,-3.010090726301,8.47510820230669,-0.153492881801695,10.0133108491281,-0.137580715358877,10.0116814725889,0.390028230330841,0.446086858136726,3571296789.2407,219258627068.78,13880922121434.2,1419463718188435
144,20.773353026725,20,-0.515480815034256,8.43132961898323,3.28798324236113,5.99225461668581,0.728387275112153,9.85970679415071,1.20395951973328,9.68743365746509,0.413905157892337,0.441978455015594,83941980.641378,2719419455.52951,1629318535002.37,91822137627335.4
145,27.8402043735686,20,-3.04084377536679,10.3071457347944,-5.7396089515107,7.94735381449243,-0.657496262116765,9.93910479313076,-1.07256130433054,10.2076484050785,0.362312958159271,0.445441070332784,380196004.446565,23946117634.7847,642662807455.31,32350435042759.5
146,27.8408013468466,20,-3.09368943171596,10.1133150279792,-5.59790609862994,7.93038719378912,-0.870224308040469,10.1453531908949,-1.21881741593059,10.1506765293315,0.361180888142059,0.444131312512938,6059927.97740554,372445713.377052,304865875169129,32955663693360952
147,15.9330167667887,20,0.943991585546669,8.22473760508685,3.71241004762634,5.50661700197823,0.83188312375423,10.1333902319503,0.885363164657059,9.40469525087958,0.499002034872879,0.446701620619356,880126044.200657,55439295718.2809,5380823191635.21,294686865219372
148,15.995049116823,16,0.530402272540327,8.26347726195701,3.05165397909188,5.83619602201388,0.425465462197803,9.82819942275663,1.28809508066423,9.37616308676981,0.479714622886969,0.447214931746337,615986258.00551,25856529258.0989,27576846456226.4,2898528381085901
149,27.879339164773,20,-2.36797443967094,10.03497842852,-3.62774871197513,8.45040469771013,-0.561112426031692,9.86322325788729,-0.665704903259855,10.1529662980748,0.378993667160854,0.446035497846629,9211952.19152255,313401137.155486,460727986368.776,37872618720254.4
150,19.4672617810387,15,-1.63987538214914,9.0925800163651,-0.382998809167675,8.17442212991779,0.111635567146789,10.1988033343658,0.413141019651467,9.70005304477872,0.391163217250194,0.442316861939639,43218389.3227236,1347585394.1194,2057388939170.88,114202524184172
151,27.822147594044,20,-2.8610574138651,10.272886311497,-5.39945872649274,8.03054810552718,-0.613733905622148,10.101630495096,-0.900636875984121,10.0992512413948,0.373293267548838,0.447316406600307,2296850.71984564,81904417.9683371,3564936907626.94,343386346328870
152,22.8676686789407,19,-1.04267958289532,8.91555819460253,1.53183866862725,7.49932057937576,0.44375505659513,9.88935313405494,0.569506456225187,9.71173664845429,0.399677448448997,0.44278360335642,2795863222.19141,190654785271.535,2219892074923.43,111318094552226
153,25.0683861884571,18,-2.70813830822964,10.3097858701557,-5.32684799880637,8.14326647999258,-0.809984517735624,10.0278396625247,-0.821532551793694,10.3167813773599,0.377187764765122,0.447511314036513,2009148.11854717,65178489.1970465,77524191689.0135,3970874350536.35
154,27.7312221168201,20,-1.75914132010523,10.1685876999918,-3.99188988366563,7.96353912722411,-0.248308358156464,10.1338330960701,-0.487376604622771,9.98167332574989,0.423346823136102,0.456861487483616,2890352265.07119,207454565332.412,3809340655158.72,403454208095460
155,27.5411688729903,20,-1.63038979150448,9.73431041096348,-3.09969897221192,8.29185309439611,-0.300142051358089,9.97487879059506,-0.306852421832854,10.1760883361192,0.409306420147282,0.450809674029142,111001522.105496,7277753591.30432,575357178420.043,51536868419207.3
156,24.1996938770689,18,0.401509903883557,9.81126327510216,-1.85305615843116,7.22508829287348,-0.122477265120459,10.1270465503171,-0.217218178941604,10.1179146973779,0.520456392243987,0.459200754380776,9791874.2669015,426657952.229823,124293385429507232,12876660195731480576
157,27.8384061532365,20,-2.31229204445351,10.2891787238853,-5.15940284121941,7.99608524829664,-0.68279904425824,10.120094063732,-0.98536445418328,10.3829650963219,0.388613022475324,0.451241648006812,6760738.04564097,462104856.115338,104253537001058,8471320026909328
158,27.8467780979063,20,-2.7353430347008,10.3775080443667,-5.61264435430332,7.88197268590057,-0.651210081807684,10.1217332772923,-0.790345338476727,10.197879350856,0.377010409554163,0.449144989393191,3006698.31275031,156111661.046278,65249674564260.4,5410025197119337
159,25.0023870924864,18,-1.77002465282966,10.1353669901514,-4.32983702679153,8.03621924108432,-0.432669844223348,9.98015254604367,-0.856087322005918,10.2258359828303,0.412933410940965,0.454463651799954,22251592.6345864,936829383.037365,124553885963.14,6783364155207.19
160,27.8454872124953,20,-3.03401817843463,10.2280562066075,-5.83046497027777,7.96112467666276,-0.902120210983777,9.90262638299833,-1.22374615481124,10.0205922374467,0.360062795495453,0.444149227955604,28770291.2797402,3105825442.72193,146572618328.786,8143270019219.05
161,19.7794295286887,20,0.293763594511779,8.42553442502492,3.29279579738464,5.86485919418089,0.624546203430636,9.82522260468352,1.42115731712494,9.42605780650812,0.464569592342228,0.449322813442064,550566389.362372,31780443898.6783,512218872186.892,29780122770502.2
162,27.8072212714232,20,-2.60834283800793,9.94407581508549,-4.27552273591403,8.3290498981382,-0.562046192582142,10.0153403918115,-0.487591366753278,10.1970812257366,0.372546507254456,0.445101286966372,153663509.777675,11954012225.1482,49974256310049,5381691672600847
163,23.6792631118548,17,-3.35975912513405,10.1734367075063,-5.5699271279708,8.23317126154914,-0.769298092321118,9.9841050290908,-1.06383193461513,10.2733959226761,0.352136235992602,0.440054773789886,39040359.9183955,2660883360.09933,793898976183.063,77701815841411.5
164,27.6654416744853,20,-1.78221569836967,9.55812685516411,-1.28094459725562,8.2490449120074,-0.244752418605504,10.2968870939396,-0.1864897643063,9.98628574131976,0.392409423101881,0.445380670333478,832823384.07904,63791898978.0476,103048665861506,9018630780934340
165,16.3196295792387,16,-0.190490928356659,8.48782448332233,3.06267427968721,6.11085363400801,0.914277171292914,10.0650316367144,1.10598293815458,9.47727096099284,0.434658346808783,0.444773240906715,1613809456.71819,162387399275.862,1310171544371.81,79234695366530.6
166,23.158095119,18,-0.166398778903077,9.61916715787677,-0.159719410766415,7.68092902961899,0.212017446589494,9.98947293890409,0.386552545134601,9.7382168081495,0.471894215808598,0.456141357641349,1021978716.15464,63898098188.3144,1749624566219325,188647384230955424
167,27.8342867573639,20,-2.9405713084781,10.2965320058242,-5.57425142011767,8.22994438830643,-0.779952331546199,9.98222638952706,-0.989264577869536,10.4126968869041,0.365206735487778,0.445525749181984,11808522.5112931,894772919.704146,349089812591168,38048997763349048
168,27.8433917736463,20,-3.1839253207653,10.1381829019316,-5.78392496716576,7.96327451344723,-0.658950130987245,9.92552620259874,-0.913407880223367,10.0697160893076,0.357794861093133,0.444489399352372,839256374.180076,72266040845.4134,105146343805503,11481551046252970
169,26.4725996912025,20,-0.416730133975914,9.54012377205544,-0.745220426776605,7.94277678916608,-0.287220746688772,9.92771896791314,-0.194778613691052,9.80642802140167,0.458115532019788,0.453781750724689,150778960.273912,7627480151.05015,536673560607.22,25943040358993.4
170,27.6710817230251,20,-2.02235243932875,10.0960577583539,-3.87441239628718,8.05425469717907,-0.551285155181324,10.1323358740592,-0.358609274933189,10.0886744517734,0.400191129403103,0.451676360232484,84965131.6096083,4625524943.76618,5250612434868.78,540569678339056
171,26.4622337034082,19,-2.54067000346441,10.0820753817053,-4.74052914636066,8.06058571126727,-0.626865682235621,10.0050437077114,-0.796543706077619,10.2408514692052,0.37838003195762,0.447364959207895,29177364.7404026,1636682498.91929,241274832277644,22395747301552628
172,27.8370237029022,20,-2.95719073480571,10.214144018825,-5.4477063741504,8.12997863054944,-0.628027248327663,9.97384202844518,-0.996601718275611,10.4644430205657,0.367846032987327,0.446602416903148,1430044.90446628,87431571.6300826,860178959807.215,39043587757209.6
173,25.8810577553355,19,1.36598996220786,10.1754128441846,-2.98081744767048,7.05018880373779,-0.0941076389161237,10.0051135820783,-0.339468662245722,9.97473514594468,0.576596981451926,0.456480383526888,12860052.3320247,1136500564.40142,503969313499.047,19634658433746.1
174,26.4567041954117,19,-3.10830306668492,10.1833079853811,-5.74140588809613,8.12951750029456,-0.972476845618446,9.93642665183376,-1.07906022432678,10.338088354776,0.361531508552067,0.445226725210276,243877033.699766,18995478542.1115,1754185481374.67,179960033718864
175,21.1215567682373,20,-0.899432126679159,8.30478627757865,3.23386465665067,6.22386068699368,0.488754950837713,10.0560849213154,1.19925477562312,9.49407889758457,0.385191948870608,0.435028703067636,2113141921982.55,124061180674590,874250589282.736,64819226867561.8
176,24.7494727453478,18,-1.10124273971085,9.48278109201958,-1.43385450179406,8.06499371743477,0.10996298550359,9.93713431469591,0.292383563403126,9.76778991083904,0.420977763323158,0.448658850497961,10013123.7515592,341359079.411327,4788569630281650,524380276172309632
177,27.7494083343513,20,-1.32795873029586,10.2342926001778,-4.32229884273267,7.85122353107315,-0.655103243316718,9.96580724247544,-0.843075346194395,10.2655872311526,0.443141811742959,0.459489149582747,1700607.30026476,79074757.2975148,887713839486.776,69877559282055.3
178,25.1176199623737,18,-2.36796354565815,9.94802883132216,-4.68171699903558,8.07197014059074,-0.59740413297178,10.170652264847,-0.797549430461664,10.0967078821135,0.388401315636992,0.450098713485568,491928820.164608,52814634231.0881,239789498497.525,13628274048646.4
179,27.8508491917429,20,-2.19376863197186,10.131493596952,-5.10100730990995,7.9810215351214,-0.733633311355184,10.0462772937935,-0.942346894497353,10.2985935890826,0.397418296861684,0.452557508634422,12796221.6833978,1002585513.69591,504177726999.504,31859780565096.8
180,26.4621975422712,19,-2.85749157372264,10.2747310384338,-5.15242610189218,7.9921793630502,-0.641649542954728,10.0664854810544,-0.674748032775131,10.216454410579,0.38031331846807,0.4487116817428,32106964.8295244,1873312140.0028,262643390211.772,19205701368122.2
181,27.760679267794,20,-2.10722041229631,10.2588365630491,-3.84799319549548,8.09808748856531,-0.321757237689212,9.94650173634861,-0.41263827850314,10.0066576440209,0.404220977443382,0.452397879871438,586228443.818648,29193094732.4429,270686356685.493,19468192615148.3
182,19.6535180950776,20,3.54913985248307,8.65872088698291,1.60794365191194,5.32333897883805,0.622621434799681,10.1129344447512,0.956421953276194,9.41403159342614,0.656469897013212,0.42661736701066,114660494831.686,12497376752290.1,642184290880.183,43633052026749.9
183,15.9359934157895,18,0.356214586608654,8.4238015300134,3.67594164959956,5.69259695389511,1.02288540360815,9.64907631627436,0.499174213294466,10.4376211966823,0.450595125885388,0.446174918032888,6295099530.17838,438182989245.213,574777494681.038,24955050736081.4
184,27.3463021561452,20,-0.582701977093672,9.91711597968284,-2.83500660132202,7.73362628764638,0.0359047172452654,9.94814294202899,-0.0693203478053814,9.79767593399255,0.466153547018048,0.457082723000052,36993769.3288664,2660890675.19324,388240988705.355,19973504216463.8
185,26.3099013573698,19,-1.14386676511791,10.4719210459861,-4.50780953803898,7.75979858514453,-0.397895634359141,10.0235659092793,-0.479450160533845,9.99799456095112,0.455440176758146,0.462258815339658,3413248.16302755,226860611.536083,179930075141.928,8415782202256.49
186,26.3537733209211,19,-1.73869838396839,10.5067140511246,-4.40960985938863,8.00630538997089,-0.708154005678622,10.0952431942141,-0.725529969036239,10.2143191675544,0.425277721603071,0.457186199652229,603863993.004562,27000157950.3846,853277829050.699,59874978497585.8
187,27.8345317327875,20,-2.72063039773727,10.0412240615972,-5.20995770725495,8.01082955286561,-0.443623225256366,10.0918401993662,-0.846357729268577,10.2645694935518,0.373513307061441,0.446271215880126,10538122.3343162,609487281.728026,8558758008807.09,655392906235735
188,26.5006519960545,19,-2.46063673655606,10.203226481431,-4.54708115192101,8.15251878038822,-0.743924778734162,10.0051556719418,-0.616478326880861,10.1103180182434,0.389243483371034,0.450315092138185,8990819.09399644,289975434.71917,4018337197195.95,303371972539280
189,20.8433572114673,15,-1.02706147932187,10.2385089201945,-3.77895336736625,7.77678368897438,-0.510471078489537,10.1688914004307,-0.411701884306095,10.2638122037267,0.462499103577215,0.461705404740202,774632881.795719,84159142771.2724,143059081885765200,11588391024100757504
190,27.7798887585991,20,-2.12881821783634,10.0887046207287,-4.38153725912393,8.03040999874147,-0.396797100886354,10.0143119261672,-0.692957331527945,10.1443867903222,0.402007432013885,0.451827939351721,30182520.0700396,2133674692.0329,550757118741.5,36571780190391.9
191,21.8835052212635,20,-1.25124716443192,8.31825657139526,3.14356291587916,6.57076860255251,0.897447078818419,9.74732555380699,0.90810098095356,9.4924578351921,0.367155639458825,0.430580052923941,2139045031.47741,113619960342.341,5738910120854.38,376096696726195
192,22.5482957169231,19,-1.53857673670602,8.6391433617011,2.02277055501956,7.59247875948765,0.217050016918621,9.8349573262545,0.186923736949501,9.74385523747013,0.37248086020871,0.432485845452628,620992360.071317,51181442856.5711,126422591392.417,9441377428695.04
193,27.4928123944117,20,-2.06714774601978,9.64532864293227,-3.04251674856702,8.22907960970509,-0.437016400740949,10.0624599397386,-0.264706855873121,10.1335965499216,0.388158592818964,0.445613937036349,1082569300.48897,71503322050.8338,108217496019.801,9691385066102.29
194,27.8575364034367,20,-2.6850308752926,10.0776821513727,-3.88968597033916,8.46573888657433,-0.503788282021104,10.0629505189024,-0.68974122315755,10.0315896738482,0.366611030887994,0.443599431470096,573045153.394708,60119904104.2981,2513075564406.71,207348446148035
195,27.8403340582255,20,-2.8799662271364,10.439151217752,-6.01996533099064,7.91869697162992,-0.979502105259793,10.1511253788911,-0.933326167275963,10.3276059266408,0.369659207940557,0.447453448858358,9561585.79718891,680175030.890922,5986493000204.88,472940384396752
196,27.8340724661343,20,-2.81938182251262,10.2071535455167,-5.74133418713756,8.07685700249126,-0.704781679662396,10.1541947861019,-0.769370700813378,10.2029251885649,0.369152156362964,0.446705874016267,18964245.6734691,1057887094.2257,2699458857907681,295334017587067328
197,26.4464134077904,19,-3.41228426454568,10.189004529213,-5.72689028908397,8.06729454646437,-0.931683865280896,10.1050081989126,-0.739459666207847,10.1433626118258,0.346998843916292,0.441432116540701,8090519.79268227,482658474.664285,411459388463339,37819260997219088
198,23.6843829789139,17,-2.95872833775939,10.0351954648099,-5.38008917169661,8.0087065786382,-0.59340297808432,10.1996788433089,-1.04603827375181,10.1922197290118,0.368095112722602,0.445793772375904,89046234.4894262,6927385589.82211,11117172825494.3,572192795371616
199,27.8426954234624,20,-2.20813882376732,10.2551891200603,-4.55241526907068,8.13519967069858,-0.478104594791049,10.1798602543838,-0.653137366078834,10.1902032954854,0.396740394887899,0.452328340770311,487668361.605623,39485088736.5558,308578819726.603,14984799261359.3
200,27.7337766510552,20,-1.08359943717999,10.3156351901663,-3.760839585179,8.0024744016208,-0.50714932515754,9.84657097421808,-0.889676907711609,10.3188689362553,0.447374598464001,0.459956901421783,54976358.4086722,2025001673.45691,33160571200.4919,1657880415417.97
201,27.9053536153063,20,-2.15226549036776,9.95382929625302,-3.08816942225285,8.30074561114111,-0.379775729587515,9.93553968659369,-0.490900320214633,10.1360662459945,0.386092939096359,0.447042022185879,14975402.6898286,1351079650.77197,420724760407017,45607863730833904
202,26.4668720339035,19,-2.92101973214439,10.1273239162246,-4.77827995973473,8.10394179742504,-0.450971551527931,10.0014619860897,-0.57065969745976,10.0781855083212,0.363520660636496,0.445245777552487,3632145.54180039,202851731.027418,18085530788544688,1351702218605344768
203,27.8336208317593,20,-2.58492161371176,10.2635288691775,-5.11176063756902,8.00150469738463,-0.716219594189063,10.0183251623062,-0.660521974926392,10.0667534575227,0.386175982931368,0.451668767985115,16250069.1248392,905889066.295108,2640274510278.67,161658475952958
204,16.2825911191467,20,-0.042562756582126,8.09920293625648,3.99043551395554,5.25159394254308,0.961981493788781,9.55645554428871,1.42900391065161,9.40105091793442,0.436312845077125,0.443966983038816,210227725.392209,13804601349.8079,663057429060.121,29894298831307.4
205,27.9467291553405,20,-2.17855121619851,9.93524549023443,-2.56803147446614,8.57106126137448,-0.0461542999003562,9.99850042714041,-0.185181504601356,10.166213748176,0.379870535116191,0.444799478255991,608642985.340965,48274409919.4816,1168714685301.69,64633547331336.3
206,26.4468813191821,19,-3.06290138269499,10.3984947228452,-5.08097808300707,8.25841324192817,-0.535676820589354,9.95895741102598,-0.730593069578464,10.0691576962446,0.359240747704875,0.443584431303105,16607704.5640445,1655854706.50065,250735827431.126,24802078451053.6
207,22.2876600294765,16,-2.45292547006188,10.2126755135739,-4.98021664845831,8.07473225214715,-0.705601688988906,10.0448979264131,-0.566860148018687,10.0452804367385,0.388367328933308,0.450666383877121,7290999604.13241,749237408191.5,5789008116604.32,624432011369110
208,27.8612527089536,20,-2.47464205073109,10.1849466286588,-4.56824148437049,8.07981007694159,-0.522161071123477,10.207142362455,-0.548536047483884,10.064725916713,0.383672065922386,0.449854399618261,16314134.2879186,1041232352.71859,3454346593622.77,207504883185343
209,24.1638758881197,20,-2.30718296318204,8.58149425730851,2.28494462363559,7.61176703614389,0.256822057132829,9.81829852556474,0.700774090160552,9.66687964537424,0.32026191307038,0.418918050229365,225893537.082588,8594218609.40525,431812914881.993,35427174140489.3
210,19.676963381796,15,-1.36043731661276,9.09719636278478,0.246496350848547,8.06572412747065,0.247177045002484,9.95579018461518,0.352989249019094,9.85223977346515,0.39800849724925,0.445028565499072,26474058.9087136,1003467416.07592,1179284592492.83,55573498472684.5
211,27.833404589432,20,-2.84083291813951,10.2254705945824,-5.26086751175821,8.21865543695226,-0.713379128043233,10.1123525443436,-0.80132870911373,10.3931055856388,0.369663118328472,0.446489929489413,25536799.6713278,765924304.712234,27317974717.3232,1016011144038.2
212,21.4558496560717,20,5.37901538102986,8.43183215987089,0.350136135743422,4.74383129199746,0.480568432547582,9.97705503349793,0.546258000029883,9.86436422947955,0.759838944521126,0.379147707611992,2713291.75590643,132622320.468352,253603745159312,19652096658191328
213,27.8437822583378,20,-3.03361201268925,10.2223314661205,-5.64856424244063,8.05504134519399,-0.868771494242501,10.1503892808703,-1.07825381247865,10.3348785754828,0.363534373112231,0.445716425149646,989169.454284394,39527056.3426494,7542499725369.63,649831684969463
214,27.837238657215,20,-2.96911257865583,10.3758119831874,-5.41397553947,8.19305424531122,-1.0097914042285,9.95757229971898,-1.07296161413678,10.2734840297384,0.3674043079819,0.446381584377973,351472829.439588,33571938245.722,529371536263.969,48588269318697.4
215,25.074674947033,18,-3.1044725148244,10.3038090195618,-5.50291886462732,8.13775608361431,-1.25380541817577,10.0174442449445,-1.115308683733,10.246462969421,0.361641001144598,0.443962309629309,546060076.190744,43149378948.9318,10011353883863.1,877603754003649
