"subj","waic","n_trials","logit_alpha_mean","logit_alpha_sd","log_beta_mean","log_beta_sd","log_gamma_mean","log_gamma_sd","tau_mean","tau_sd","alpha_mean","alpha_sd","beta_mean","beta_sd","gamma_mean","gamma_sd"
20,27.8334443947379,20,-2.83436736652218,10.2821900246198,-5.66085674977841,7.98266277114223,-0.983308155194429,10.0896647111201,-0.86905359496596,10.1945969198207,0.376584744868879,0.448082715263564,1346047.2238375,82926093.4402778,24232494543.4739,944028422228.115
21,27.8512806456582,20,-2.44245495231255,10.0800915625926,-4.85001473970978,8.08646862083456,-0.499204887856662,10.1223301230649,-0.812471257310802,10.1392676103541,0.379871271931543,0.44690505890033,3466829.40875077,240068972.815141,5009306864988.99,408731859444235
22,27.8389216118013,20,-2.71929539935686,10.2488536569514,-5.68895528777208,7.99846125829631,-0.800921136977023,10.0011738555494,-0.957699508837245,10.2640671171085,0.378452564700621,0.4502894941722,13592468.4093552,950191481.087141,207648352141.552,9835131482202.69
23,26.4365961392933,19,-2.23417147645554,10.4606417802202,-5.22159462544301,8.09701468128646,-0.782330393409599,10.0450913817774,-0.540763001154432,10.3619384694436,0.400622244511223,0.453200753495198,41364716.5217432,2973024383.84916,3537316694255.62,352476242775546
24,27.8851994545784,20,-2.49139077989454,9.96438291693509,-4.5100178481662,8.22172528187359,-0.389007496531131,10.0826546189262,-0.653732699970897,10.2515741020901,0.380357482583338,0.447119241812142,5876095.10738168,247466209.806886,497315653029.15,27379294505832.2
25,20.8744863273681,15,-1.01657428835095,10.1997432929135,-3.5905492294539,8.03028027753125,-0.604269695320813,9.90708525671453,-0.693087167342817,10.2194571786915,0.451252447999501,0.459331239139375,365585409.323073,27656773709.2635,916736863722.147,64673166894006.7
26,22.6949593545978,20,-2.16016582998039,8.37964951825184,3.10204562678312,6.98064601551923,0.711012567977944,9.98220223596519,1.00615883834724,9.43843341220185,0.332309406364355,0.421833235645601,279531033.688031,11218217658.7231,545713485725.016,21980694588942.9
27,22.2717121291433,16,-2.8819926145441,10.3015787567928,-5.44740165390342,8.11818104510822,-0.739639736052446,9.93182436511858,-1.03549454959046,10.1828130287012,0.367383332617815,0.44626593652616,25327269.3858826,995956362.463543,302443650737099,32915278920095488
28,26.614102958173,20,-1.75046278495655,9.22283009870086,-0.486057352128605,8.16946109577639,0.163937382283704,10.1086973147575,0.12083483445402,10.0628005808761,0.378362909298987,0.440580908105424,33283817.9469368,831471265.568257,939135503416927,79473255373813024
29,16.6202931519024,15,0.0211602011021518,8.75458499579013,1.82676423669685,6.61333733328324,0.553016782886713,10.1125900787691,0.951542050532921,9.67030248970813,0.460297040612881,0.450992937206377,61828538254.6835,6639054257019.95,578761630210.776,32755822458073.2
30,19.6765614723393,20,0.168137774589204,8.36762427243668,3.45406954610031,5.84552190905346,0.748414206115962,9.85044433161205,0.951338691872225,9.51636824622645,0.45417918622516,0.447853395655581,280111986.245741,11435336586.3022,21240962989079.1,1436523686094726
31,25.7805922255747,18,1.20009562323693,9.68062891148878,-1.02336529621735,6.95957401947188,0.355879316009062,10.0701326207865,0.404825316733743,9.69654222877085,0.554906817159709,0.452320053015194,8049770.57391988,313780614.561929,916925286953.159,57050758238766.4
32,25.4599385003906,19,-0.725367966832493,9.4328789441161,-0.947493851437167,7.88407995681223,-0.168982561402138,9.89691790563965,-0.591811289885179,10.4622286254376,0.44794830746959,0.453526059672689,4760347911.02072,438987576319.394,12272400982117.2,947486182614180
33,27.8357039574878,20,-2.76641403278063,10.4737603806841,-5.3032233147665,8.07627156120912,-0.655323755737366,10.1800365558661,-0.698911041074612,10.4167920331736,0.380074785040581,0.450346434616273,1329447.899905,97850305.5881171,463476158107.46,25644102061038.4
34,27.8613540059261,20,-2.22999527976667,9.95349797780763,-4.07181934533416,8.07488136202004,-0.420051061001824,10.1253681079513,-0.404183729639181,9.97427688194644,0.396563408707035,0.449936698632619,70312927.4317093,4963776686.15342,13577664708819.4,1364194493040594
35,22.3107507530636,16,-3.02839468139107,10.2189530860129,-5.45245752245027,7.86469047966532,-0.535122811399835,10.0390627807779,-1.0540991707173,10.1757726091986,0.362466415845254,0.445109014171278,795801.989068737,34816397.5696282,24336121948428.2,1757915215810515
36,27.8389175165069,20,-3.29602688945243,10.205374569555,-5.45288509365936,8.04556720722917,-0.730628274661473,10.0569806990546,-0.851160429493316,10.2075044025019,0.357934133773381,0.444259366336152,27188356.568984,2653870496.95212,23685320802523.5,1369358202141544
37,27.8527753958265,20,-2.85553088982969,10.2669124440838,-5.68087401685824,7.9658201004562,-0.650519144136717,9.94399330937358,-1.03578935857662,10.3508733570164,0.36913602445482,0.447041556313751,1293730.7404218,60034945.9149731,11245793564383.2,892011106173805
38,23.6717806269985,17,-3.08455808159492,10.4164450818126,-5.02843641831508,8.02475339899779,-0.724433206235599,10.0606608999165,-1.16235223970045,10.1531960322024,0.362562395770132,0.445094668858731,87608428.2182115,4250648482.66621,6923981178104.34,626904924583781
